"scenario";"annee";"surface";"surface_lag";"raccordement"
"S0 Nopol";"2046";15042769.3666;15166314.9555;-123545.588900002
"S0 Nopol";"2047";15082993.1883;15042769.3666;40223.8217000011
"S0 Nopol";"2048";15150348.1856;15082993.1883;67354.997299999
"S0 Nopol";"2049";15240208.0273;15150348.1856;89859.8417000007
"S0 Nopol";"2050";15287130.9498;15240208.0273;46922.9224999994
"S2 AME new";"2009";56476789.6076;0;56476789.6076
"S2 AME new";"2010";55219219.4923;56476789.6076;-1257570.11530001
"S2 AME new";"2011";53902241.927;55219219.4923;-1316977.5653
"S2 AME new";"2012";52645596.7447;53902241.927;-1256645.1823
"S2 AME new";"2013";51495680.0681;52645596.7447;-1149916.6766
"S2 AME new";"2014";50179875.5832;51495680.0681;-1315804.4849
"S2 AME new";"2015";48835301.3602;50179875.5832;-1344574.223
"S2 AME new";"2016";47570463.0173;48835301.3602;-1264838.34289999
"S2 AME new";"2017";46391991.3578;47570463.0173;-1178471.6595
"S2 AME new";"2018";45342078.4327;46391991.3578;-1049912.92509999
"S2 AME new";"2019";44439589.1582;45342078.4327;-902489.274500005
"S2 AME new";"2020";43737788.2106;44439589.1582;-701800.9476
"S2 AME new";"2021";42426434.6267;43737788.2106;-1311353.5839
"S2 AME new";"2022";41142965.8608;42426434.6267;-1283468.7659
"S2 AME new";"2023";39887981.0364;41142965.8608;-1254984.82439999
"S2 AME new";"2024";38666035.3565;39887981.0364;-1221945.67990001
"S2 AME new";"2025";37487918.1097;38666035.3565;-1178117.2468
"S2 AME new";"2026";36395787.5162;37487918.1097;-1092130.5935
"S2 AME new";"2027";35345378.6686;36395787.5162;-1050408.8476
"S2 AME new";"2028";34328949.2133;35345378.6686;-1016429.4553
"S2 AME new";"2029";33418722.0059;34328949.2133;-910227.207399998
"S2 AME new";"2030";32580979.59;33418722.0059;-837742.415899999
"S2 AME new";"2031";31686003.4413;32580979.59;-894976.148699999
"S2 AME new";"2032";30884877.5035;31686003.4413;-801125.937800001
"S2 AME new";"2033";30211525.7116;30884877.5035;-673351.791899998
"S2 AME new";"2034";29643295.6624;30211525.7116;-568230.049200002
"S2 AME new";"2035";29120598.8413;29643295.6624;-522696.8211
"S2 AME new";"2036";28625277.8397;29120598.8413;-495321.001599997
"S2 AME new";"2037";28261653.0797;28625277.8397;-363624.760000002
"S2 AME new";"2038";27946729.0501;28261653.0797;-314924.029600002
"S2 AME new";"2039";27682334.4382;27946729.0501;-264394.611899998
"S2 AME new";"2040";27438268.0662;27682334.4382;-244066.372000001
"S2 AME new";"2041";27250416.561;27438268.0662;-187851.505199999
"S2 AME new";"2042";27104966.8995;27250416.561;-145449.661499999
"S2 AME new";"2043";28228583.7436;27104966.8995;1123616.8441
"S2 AME new";"2044";29474086.1978;28228583.7436;1245502.4542
"S2 AME new";"2045";30693774.8891;29474086.1978;1219688.6913
"S2 AME new";"2046";31815492.5126;30693774.8891;1121717.6235
"S2 AME new";"2047";33114791.822;31815492.5126;1299299.3094
"S2 AME new";"2048";34404520.5469;33114791.822;1289728.7249
"S2 AME new";"2049";35337414.4787;34404520.5469;932893.9318
"S2 AME new";"2050";36192462.7907;35337414.4787;855048.311999999
"S4 AMS new";"2009";56476789.6076;0;56476789.6076
"S4 AMS new";"2010";55219219.4919;56476789.6076;-1257570.11570001
"S4 AMS new";"2011";53902242.8618;55219219.4919;-1316976.6301
"S4 AMS new";"2012";52645598.2442;53902242.8618;-1256644.61760001
"S4 AMS new";"2013";51495681.3416;52645598.2442;-1149916.90259999
"S4 AMS new";"2014";50418428.5968;51495681.3416;-1077252.7448
"S4 AMS new";"2015";49289413.6359;50418428.5968;-1129014.9609
"S4 AMS new";"2016";48662538.6247;49289413.6359;-626875.011199996
"S4 AMS new";"2017";48480921.365;48662538.6247;-181617.2597
"S4 AMS new";"2018";48586061.387;48480921.365;105140.022
"S4 AMS new";"2019";48803481.2117;48586061.387;217419.824699998
"S4 AMS new";"2020";49080067.609;48803481.2117;276586.397300005
"S4 AMS new";"2021";49107770.6692;49080067.609;27703.0601999983
"S4 AMS new";"2022";49362037.7425;49107770.6692;254267.073299997
"S4 AMS new";"2023";49715798.7944;49362037.7425;353761.051899999
"S4 AMS new";"2024";50155528.1592;49715798.7944;439729.364799999
"S4 AMS new";"2025";50750842.9151;50155528.1592;595314.755900003
"S4 AMS new";"2026";51479313.0118;50750842.9151;728470.096699998
"S4 AMS new";"2027";52257857.7811;51479313.0118;778544.769299999
"S4 AMS new";"2028";53180728.0027;52257857.7811;922870.221600004
"S4 AMS new";"2029";54124860.8941;53180728.0027;944132.891399994
"S4 AMS new";"2030";55572169.2583;54124860.8941;1447308.3642
"S4 AMS new";"2031";57009392.848;55572169.2583;1437223.58970001
"S4 AMS new";"2032";58703566.8863;57009392.848;1694174.03829999
"S4 AMS new";"2033";60483867.0326;58703566.8863;1780300.1463
"S4 AMS new";"2034";62487183.2261;60483867.0326;2003316.1935
"S4 AMS new";"2035";64563840.988;62487183.2261;2076657.76190001
"S4 AMS new";"2036";66831146.4073;64563840.988;2267305.4193
"S4 AMS new";"2037";69178101.5287;66831146.4073;2346955.12139999
"S4 AMS new";"2038";71676410.0527;69178101.5287;2498308.524
"S4 AMS new";"2039";74310330.8159;71676410.0527;2633920.7632
"S4 AMS new";"2040";77166947.1789;74310330.8159;2856616.36299999
"S4 AMS new";"2041";80318589.0453;77166947.1789;3151641.86640002
"S4 AMS new";"2042";83763410.98;80318589.0453;3444821.9347
"S4 AMS new";"2043";91760267.0541;83763410.98;7996856.0741
"S4 AMS new";"2044";100316383.8611;91760267.0541;8556116.807
"S4 AMS new";"2045";109413977.495;100316383.8611;9097593.6339
"S4 AMS new";"2046";119081469.911;109413977.495;9667492.41599998
"S4 AMS new";"2047";129358738.045;119081469.911;10277268.134
"S4 AMS new";"2048";139981150.7497;129358738.045;10622412.7047
"S4 AMS new";"2049";149215642.6853;139981150.7497;9234491.93560001
"S4 AMS new";"2050";158555745.3473;149215642.6853;9340102.66199997
"S5 AMS1";"2009";56476789.6076;0;56476789.6076
"S5 AMS1";"2010";55135421.4139;56476789.6076;-1341368.19370001
"S5 AMS1";"2011";53746111.1692;55135421.4139;-1389310.24469999
"S5 AMS1";"2012";52415901.8676;53746111.1692;-1330209.3016
"S5 AMS1";"2013";51183185.5691;52415901.8676;-1232716.2985
"S5 AMS1";"2014";49804006.6248;51183185.5691;-1379178.9443
"S5 AMS1";"2015";48378774.4002;49804006.6248;-1425232.2246
"S5 AMS1";"2016";46973323.3577;48378774.4002;-1405451.0425
"S5 AMS1";"2017";45596122.8885;46973323.3577;-1377200.46919999
"S5 AMS1";"2018";44279369.8291;45596122.8885;-1316753.05940001
"S5 AMS1";"2019";42987586.6512;44279369.8291;-1291783.1779
"S5 AMS1";"2020";41728697.3038;42987586.6512;-1258889.34739999
"S5 AMS1";"2021";40321592.2245;41728697.3038;-1407105.0793
"S5 AMS1";"2022";38959929.3712;40321592.2245;-1361662.85330001
"S5 AMS1";"2023";37683103.3438;38959929.3712;-1276826.02739999
"S5 AMS1";"2024";36486118.8125;37683103.3438;-1196984.5313
"S5 AMS1";"2025";35383544.8384;36486118.8125;-1102573.9741
"S5 AMS1";"2026";34331387.7604;35383544.8384;-1052157.07799999
"S5 AMS1";"2027";33296104.3776;34331387.7604;-1035283.38280001
"S5 AMS1";"2028";32300079.8796;33296104.3776;-996024.498
"S5 AMS1";"2029";31327011.1898;32300079.8796;-973068.689800002
"S5 AMS1";"2030";30404569.3277;31327011.1898;-922441.862099998
"S5 AMS1";"2031";29455705.111;30404569.3277;-948864.216700003
"S5 AMS1";"2032";28543707.6518;29455705.111;-911997.459199999
"S5 AMS1";"2033";27633754.5754;28543707.6518;-909953.076400001
"S5 AMS1";"2034";26777086.4066;27633754.5754;-856668.168799996
"S5 AMS1";"2035";26037240.1681;26777086.4066;-739846.238500003
"S5 AMS1";"2036";25430455.5704;26037240.1681;-606784.5977
"S5 AMS1";"2037";25011798.3685;25430455.5704;-418657.201899998
"S5 AMS1";"2038";24690571.2967;25011798.3685;-321227.071800001
"S5 AMS1";"2039";24450568.6972;24690571.2967;-240002.5995
"S5 AMS1";"2040";24270792.6876;24450568.6972;-179776.009599999
"S5 AMS1";"2041";24187848.6774;24270792.6876;-82944.0102000013
"S5 AMS1";"2042";24149434.7807;24187848.6774;-38413.8966999985
"S5 AMS1";"2043";26087577.7703;24149434.7807;1938142.9896
"S5 AMS1";"2044";28123575.3044;26087577.7703;2035997.5341
"S5 AMS1";"2045";30271235.6579;28123575.3044;2147660.3535
"S5 AMS1";"2046";32673254.4756;30271235.6579;2402018.8177
"S5 AMS1";"2047";35543828.3687;32673254.4756;2870573.8931
"S5 AMS1";"2048";38751767.5065;35543828.3687;3207939.1378
"S5 AMS1";"2049";42231692.4191;38751767.5065;3479924.9126
"S5 AMS1";"2050";45920627.2114;42231692.4191;3688934.79229999
"S6 AMS2";"2009";56476789.6076;0;56476789.6076
"S6 AMS2";"2010";55219219.4919;56476789.6076;-1257570.1157
"S6 AMS2";"2011";53902242.8618;55219219.4919;-1316976.6301
"S6 AMS2";"2012";52645598.2442;53902242.8618;-1256644.61760001
"S6 AMS2";"2013";51495681.3416;52645598.2442;-1149916.90259999
"S6 AMS2";"2014";50179878.1319;51495681.3416;-1315803.2097
"S6 AMS2";"2015";48837208.058;50179878.1319;-1342670.0739
"S6 AMS2";"2016";47553551.9729;48837208.058;-1283656.0851
"S6 AMS2";"2017";46387545.0127;47553551.9729;-1166006.9602
"S6 AMS2";"2018";45354278.8573;46387545.0127;-1033266.15539999
"S6 AMS2";"2019";44434377.867;45354278.8573;-919900.9903
"S6 AMS2";"2020";43730224.0124;44434377.867;-704153.854600005
"S6 AMS2";"2021";42921509.1118;43730224.0124;-808714.900600001
"S6 AMS2";"2022";42171206.9634;42921509.1118;-750302.148400001
"S6 AMS2";"2023";41509488.6321;42171206.9634;-661718.331299998
"S6 AMS2";"2024";40831476.3102;41509488.6321;-678012.321900003
"S6 AMS2";"2025";40229048.1392;40831476.3102;-602428.170999996
"S6 AMS2";"2026";39680124.1693;40229048.1392;-548923.969900005
"S6 AMS2";"2027";39162983.1549;39680124.1693;-517141.014399998
"S6 AMS2";"2028";38695864.3026;39162983.1549;-467118.852300003
"S6 AMS2";"2029";38400832.6505;38695864.3026;-295031.652099997
"S6 AMS2";"2030";38170467.2438;38400832.6505;-230365.4067
"S6 AMS2";"2031";37875721.5635;38170467.2438;-294745.680299997
"S6 AMS2";"2032";37666311.9141;37875721.5635;-209409.649400003
"S6 AMS2";"2033";37627412.2666;37666311.9141;-38899.6475000009
"S6 AMS2";"2034";37659939.0044;37627412.2666;32526.7378000021
"S6 AMS2";"2035";37860107.0442;37659939.0044;200168.039800003
"S6 AMS2";"2036";38219248.7439;37860107.0442;359141.699699998
"S6 AMS2";"2037";38653782.887;38219248.7439;434534.143100001
"S6 AMS2";"2038";39194000.83;38653782.887;540217.942999996
"S6 AMS2";"2039";39841693.4067;39194000.83;647692.576700002
"S6 AMS2";"2040";40553838.0529;39841693.4067;712144.646200001
"S6 AMS2";"2041";41296936.6446;40553838.0529;743098.591699995
"S6 AMS2";"2042";41970293.6641;41296936.6446;673357.019500002
"S6 AMS2";"2043";44275158.2699;41970293.6641;2304864.6058
"S6 AMS2";"2044";46662100.6797;44275158.2699;2386942.4098
"S6 AMS2";"2045";49030841.6573;46662100.6797;2368740.97759999
"S6 AMS2";"2046";51236390.3302;49030841.6573;2205548.67290001
"S6 AMS2";"2047";53485692.5755;51236390.3302;2249302.2453
"S6 AMS2";"2048";55587923.5972;53485692.5755;2102231.02169999
"S6 AMS2";"2049";57434572.1395;55587923.5972;1846648.5423
"S6 AMS2";"2050";58941859.637;57434572.1395;1507287.4975
"S5 AMS1 GJ";"2009";56476789.6076;0;56476789.6076
"S5 AMS1 GJ";"2010";55135421.4139;56476789.6076;-1341368.1937
"S5 AMS1 GJ";"2011";53746111.1692;55135421.4139;-1389310.24469999
"S5 AMS1 GJ";"2012";52415901.8676;53746111.1692;-1330209.3016
"S5 AMS1 GJ";"2013";51183185.5691;52415901.8676;-1232716.2985
"S5 AMS1 GJ";"2014";49803801.525;51183185.5691;-1379384.0441
"S5 AMS1 GJ";"2015";48393062.1658;49803801.525;-1410739.3592
"S5 AMS1 GJ";"2016";47007163.02;48393062.1658;-1385899.1458
"S5 AMS1 GJ";"2017";45671145.4363;47007163.02;-1336017.58369999
"S5 AMS1 GJ";"2018";44406192.1571;45671145.4363;-1264953.2792
"S5 AMS1 GJ";"2019";43165334.6306;44406192.1571;-1240857.5265
"S5 AMS1 GJ";"2020";41947796.0686;43165334.6306;-1217538.562
"S5 AMS1 GJ";"2021";40592289.8887;41947796.0686;-1355506.1799
"S5 AMS1 GJ";"2022";39266861.2557;40592289.8887;-1325428.633
"S5 AMS1 GJ";"2023";37978444.2803;39266861.2557;-1288416.9754
"S5 AMS1 GJ";"2024";36727076.9919;37978444.2803;-1251367.28839999
"S5 AMS1 GJ";"2025";35577294.4819;36727076.9919;-1149782.51000001
"S5 AMS1 GJ";"2026";34447519.2859;35577294.4819;-1129775.196
"S5 AMS1 GJ";"2027";33372093.9343;34447519.2859;-1075425.3516
"S5 AMS1 GJ";"2028";32304939.6484;33372093.9343;-1067154.2859
"S5 AMS1 GJ";"2029";31293994.0323;32304939.6484;-1010945.6161
"S5 AMS1 GJ";"2030";30302099.5324;31293994.0323;-991894.499899998
"S5 AMS1 GJ";"2031";29342608.5711;30302099.5324;-959490.961300004
"S5 AMS1 GJ";"2032";28525108.2374;29342608.5711;-817500.333699998
"S5 AMS1 GJ";"2033";27832310.1096;28525108.2374;-692798.127799999
"S5 AMS1 GJ";"2034";27262679.4047;27832310.1096;-569630.7049
"S5 AMS1 GJ";"2035";26752880.6819;27262679.4047;-509798.722800002
"S5 AMS1 GJ";"2036";26392161.9954;26752880.6819;-360718.686499998
"S5 AMS1 GJ";"2037";26149568.6813;26392161.9954;-242593.314100001
"S5 AMS1 GJ";"2038";26040757.6789;26149568.6813;-108811.0024
"S5 AMS1 GJ";"2039";26039296.7455;26040757.6789;-1460.93339999765
"S5 AMS1 GJ";"2040";26200878.464;26039296.7455;161581.718499999
"S5 AMS1 GJ";"2041";26449982.6998;26200878.464;249104.235799998
"S5 AMS1 GJ";"2042";26932000.8813;26449982.6998;482018.181500003
"S5 AMS1 GJ";"2043";29970762.1172;26932000.8813;3038761.2359
"S5 AMS1 GJ";"2044";33521792.5967;29970762.1172;3551030.4795
"S5 AMS1 GJ";"2045";37547188.8612;33521792.5967;4025396.26450001
"S5 AMS1 GJ";"2046";42093616.1478;37547188.8612;4546427.28659999
"S5 AMS1 GJ";"2047";46973715.1061;42093616.1478;4880098.9583
"S5 AMS1 GJ";"2048";52112675.2787;46973715.1061;5138960.1726
"S5 AMS1 GJ";"2049";56729384.1043;52112675.2787;4616708.82559999
"S5 AMS1 GJ";"2050";61397040.2233;56729384.1043;4667656.119
"S6 AMS2 GJ";"2009";56476789.6076;0;56476789.6076
"S6 AMS2 GJ";"2010";55219219.4919;56476789.6076;-1257570.11570001
"S6 AMS2 GJ";"2011";53902242.8618;55219219.4919;-1316976.63009999
"S6 AMS2 GJ";"2012";52645598.2442;53902242.8618;-1256644.61760002
"S6 AMS2 GJ";"2013";51495681.3416;52645598.2442;-1149916.90259999
"S6 AMS2 GJ";"2014";50179633.6887;51495681.3416;-1316047.6529
"S6 AMS2 GJ";"2015";48834346.2176;50179633.6887;-1345287.47110001
"S6 AMS2 GJ";"2016";47543959.711;48834346.2176;-1290386.5066
"S6 AMS2 GJ";"2017";46368632.5134;47543959.711;-1175327.1976
"S6 AMS2 GJ";"2018";45325073.6794;46368632.5134;-1043558.83399999
"S6 AMS2 GJ";"2019";44315023.4559;45325073.6794;-1010050.2235
"S6 AMS2 GJ";"2020";43325062.1151;44315023.4559;-989961.340800002
"S6 AMS2 GJ";"2021";42192879.3825;43325062.1151;-1132182.7326
"S6 AMS2 GJ";"2022";41121654.6175;42192879.3825;-1071224.76500001
"S6 AMS2 GJ";"2023";40111767.7965;41121654.6175;-1009886.821
"S6 AMS2 GJ";"2024";39129633.6897;40111767.7965;-982134.106800005
"S6 AMS2 GJ";"2025";38146985.8134;39129633.6897;-982647.876299992
"S6 AMS2 GJ";"2026";37222293.0458;38146985.8134;-924692.767600007
"S6 AMS2 GJ";"2027";36339065.0838;37222293.0458;-883227.96199999
"S6 AMS2 GJ";"2028";35475298.8476;36339065.0838;-863766.236200005
"S6 AMS2 GJ";"2029";34630431.6616;35475298.8476;-844867.185999997
"S6 AMS2 GJ";"2030";33858679.1559;34630431.6616;-771752.5057
"S6 AMS2 GJ";"2031";33075561.2023;33858679.1559;-783117.953600001
"S6 AMS2 GJ";"2032";32438468.7068;33075561.2023;-637092.495500002
"S6 AMS2 GJ";"2033";31894389.9128;32438468.7068;-544078.793999996
"S6 AMS2 GJ";"2034";31419942.4293;31894389.9128;-474447.4835
"S6 AMS2 GJ";"2035";30976986.593;31419942.4293;-442955.836300001
"S6 AMS2 GJ";"2036";30583082.4867;30976986.593;-393904.106300004
"S6 AMS2 GJ";"2037";30258379.3295;30583082.4867;-324703.157199997
"S6 AMS2 GJ";"2038";30019208.751;30258379.3295;-239170.578500003
"S6 AMS2 GJ";"2039";29803908.2773;30019208.751;-215300.473699998
"S6 AMS2 GJ";"2040";29656523.9168;29803908.2773;-147384.3605
"S6 AMS2 GJ";"2041";29533987.1659;29656523.9168;-122536.7509
"S6 AMS2 GJ";"2042";29407042.3738;29533987.1659;-126944.792099997
"S6 AMS2 GJ";"2043";30434322.2843;29407042.3738;1027279.91049999
"S6 AMS2 GJ";"2044";31673934.0738;30434322.2843;1239611.7895
"S6 AMS2 GJ";"2045";32954737.2867;31673934.0738;1280803.2129
"S6 AMS2 GJ";"2046";34219207.6736;32954737.2867;1264470.3869
"S6 AMS2 GJ";"2047";35789020.7372;34219207.6736;1569813.0636
"S6 AMS2 GJ";"2048";37442094.2439;35789020.7372;1653073.5067
"S6 AMS2 GJ";"2049";38973108.1433;37442094.2439;1531013.8994
"S6 AMS2 GJ";"2050";40413221.5044;38973108.1433;1440113.3611
