"scenario";"annee";"surface";"surface_lag";"raccordement"
"S1 Prix";"2038";16841058.7582;16638921.2725;202137.485700002
"S1 Prix";"2039";17284877.4986;16841058.7582;443818.740399998
"S1 Prix";"2040";17797495.8127;17284877.4986;512618.314100001
"S1 Prix";"2041";18295360.9243;17797495.8127;497865.1116
"S1 Prix";"2042";18804710.5622;18295360.9243;509349.637899999
"S1 Prix";"2043";19326957.3141;18804710.5622;522246.751899999
"S1 Prix";"2044";19880761.8051;19326957.3141;553804.491000004
"S1 Prix";"2045";20442301.4427;19880761.8051;561539.637599997
"S1 Prix";"2046";21110781.8933;20442301.4427;668480.450600002
"S1 Prix";"2047";21724569.5208;21110781.8933;613787.627499998
"S1 Prix";"2048";22348765.7435;21724569.5208;624196.222700004
"S1 Prix";"2049";22869426.9817;22348765.7435;520661.238199998
"S1 Prix";"2050";23365249.712;22869426.9817;495822.730299998
"S2 AME";"2009";56476789.6076;0;56476789.6076
"S2 AME";"2010";54501911.4817;56476789.6076;-1974878.12590001
"S2 AME";"2011";52472724.1478;54501911.4817;-2029187.3339
"S2 AME";"2012";50498054.3238;52472724.1478;-1974669.824
"S2 AME";"2013";48702004.1649;50498054.3238;-1796050.15889999
"S2 AME";"2014";46756170.3889;48702004.1649;-1945833.77600001
"S2 AME";"2015";44817783.3616;46756170.3889;-1938387.02729999
"S2 AME";"2016";42980220.9634;44817783.3616;-1837562.39820001
"S2 AME";"2017";41267079.417;42980220.9634;-1713141.5464
"S2 AME";"2018";39700446.3016;41267079.417;-1566633.1154
"S2 AME";"2019";38242685.7235;39700446.3016;-1457760.5781
"S2 AME";"2020";36837704.0693;38242685.7235;-1404981.6542
"S2 AME";"2021";34958024.4446;36837704.0693;-1879679.6247
"S2 AME";"2022";33116209.5399;34958024.4446;-1841814.9047
"S2 AME";"2023";31373824.7977;33116209.5399;-1742384.7422
"S2 AME";"2024";29737007.0128;31373824.7977;-1636817.7849
"S2 AME";"2025";28172820.6779;29737007.0128;-1564186.3349
"S2 AME";"2026";26667755.7571;28172820.6779;-1505064.9208
"S2 AME";"2027";25255222.5343;26667755.7571;-1412533.2228
"S2 AME";"2028";23966657.1172;25255222.5343;-1288565.4171
"S2 AME";"2029";22792115.9574;23966657.1172;-1174541.1598
"S2 AME";"2030";21658996.0643;22792115.9574;-1133119.8931
"S2 AME";"2031";20531341.5098;21658996.0643;-1127654.5545
"S2 AME";"2032";19465245.2022;20531341.5098;-1066096.3076
"S2 AME";"2033";18443861.8033;19465245.2022;-1021383.3989
"S2 AME";"2034";17485072.4736;18443861.8033;-958789.329700004
"S2 AME";"2035";18019620.4374;17485072.4736;534547.963800006
"S2 AME";"2036";18529421.5453;18019620.4374;509801.107899997
"S2 AME";"2037";18930387.8151;18529421.5453;400966.2698
"S2 AME";"2038";19184937.5798;18930387.8151;254549.764700003
"S2 AME";"2039";19698344.2479;19184937.5798;513406.668099996
"S2 AME";"2040";20274057.9745;19698344.2479;575713.726600002
"S2 AME";"2041";20649136.8392;20274057.9745;375078.864700001
"S2 AME";"2042";20955943.4072;20649136.8392;306806.568
"S2 AME";"2043";21113197.5209;20955943.4072;157254.113699999
"S2 AME";"2044";21186017.7521;21113197.5209;72820.2311999984
"S2 AME";"2045";21266947.024;21186017.7521;80929.2719000019
"S2 AME";"2046";21813941.8585;21266947.024;546994.8345
"S2 AME";"2047";22405486.9169;21813941.8585;591545.058400001
"S2 AME";"2048";22934175.3813;22405486.9169;528688.464399997
"S2 AME";"2049";23420086.4523;22934175.3813;485911.071000002
"S2 AME";"2050";23881186.6884;23420086.4523;461100.236099999
"S3 AMS";"2009";56476789.6076;0;56476789.6076
"S3 AMS";"2010";54501911.4814;56476789.6076;-1974878.12620001
"S3 AMS";"2011";52528211.0497;54501911.4814;-1973700.4317
"S3 AMS";"2012";50637194.0915;52528211.0497;-1891016.9582
"S3 AMS";"2013";48967131.6114;50637194.0915;-1670062.48009999
"S3 AMS";"2014";47445008.0047;48967131.6114;-1522123.60670001
"S3 AMS";"2015";46033380.5996;47445008.0047;-1411627.4051
"S3 AMS";"2016";45712689.9648;46033380.5996;-320690.634799995
"S3 AMS";"2017";46405105.3349;45712689.9648;692415.370099999
"S3 AMS";"2018";47475643.0136;46405105.3349;1070537.6787
"S3 AMS";"2019";48567436.4685;47475643.0136;1091793.4549
"S3 AMS";"2020";50162900.9536;48567436.4685;1595464.4851
"S3 AMS";"2021";51518757.2014;50162900.9536;1355856.24779999
"S3 AMS";"2022";53095197.9117;51518757.2014;1576440.71030001
"S3 AMS";"2023";54847599.9414;53095197.9117;1752402.02969999
"S3 AMS";"2024";56800555.688;54847599.9414;1952955.74660001
"S3 AMS";"2025";59031763.8776;56800555.688;2231208.1896
"S3 AMS";"2026";61687394.3189;59031763.8776;2655630.4413
"S3 AMS";"2027";64529585.706;61687394.3189;2842191.3871
"S3 AMS";"2028";67658941.3962;64529585.706;3129355.69019999
"S3 AMS";"2029";71104514.4375;67658941.3962;3445573.04130001
"S3 AMS";"2030";74760225.8452;71104514.4375;3655711.4077
"S3 AMS";"2031";78247036.973;74760225.8452;3486811.12779999
"S3 AMS";"2032";81822227.5889;78247036.973;3575190.61590001
"S3 AMS";"2033";85534005.6626;81822227.5889;3711778.0737
"S3 AMS";"2034";89304151.2765;85534005.6626;3770145.61389999
"S3 AMS";"2035";96364521.6258;89304151.2765;7060370.34930001
"S3 AMS";"2036";103639114.7954;96364521.6258;7274593.1696
"S3 AMS";"2037";111291909.7807;103639114.7954;7652794.9853
"S3 AMS";"2038";119428486.0023;111291909.7807;8136576.2216
"S3 AMS";"2039";128686822.3541;119428486.0023;9258336.35180001
"S3 AMS";"2040";138573377.1259;128686822.3541;9886554.7718
"S3 AMS";"2041";147244670.4994;138573377.1259;8671293.37349999
"S3 AMS";"2042";155593706.2931;147244670.4994;8349035.79370001
"S3 AMS";"2043";164425744.7051;155593706.2931;8832038.412
"S3 AMS";"2044";173691148.7424;164425744.7051;9265404.03730002
"S3 AMS";"2045";182902501.2157;173691148.7424;9211352.47330001
"S3 AMS";"2046";192680644.978;182902501.2157;9778143.76229998
"S3 AMS";"2047";203518610.4547;192680644.978;10837965.4767
"S3 AMS";"2048";215174878.8189;203518610.4547;11656268.3642
"S3 AMS";"2049";227287465.3202;215174878.8189;12112586.5013
"S3 AMS";"2050";239588574.4483;227287465.3202;12301109.1281
"S4 AMS var";"2009";56476789.6076;0;56476789.6076
"S4 AMS var";"2010";54501911.4814;56476789.6076;-1974878.12620001
"S4 AMS var";"2011";52528211.0497;54501911.4814;-1973700.4317
"S4 AMS var";"2012";50637194.0915;52528211.0497;-1891016.9582
"S4 AMS var";"2013";48967131.6114;50637194.0915;-1670062.48009999
"S4 AMS var";"2014";47413158.91;48967131.6114;-1553972.70140001
"S4 AMS var";"2015";45869413.9175;47413158.91;-1543744.99249999
"S4 AMS var";"2016";45480224.6309;45869413.9175;-389189.286600009
"S4 AMS var";"2017";45867827.1758;45480224.6309;387602.5449
"S4 AMS var";"2018";46613571.4408;45867827.1758;745744.265000001
"S4 AMS var";"2019";47431531.465;46613571.4408;817960.024200007
"S4 AMS var";"2020";48340935.8798;47431531.465;909404.414799996
"S4 AMS var";"2021";49428770.0154;48340935.8798;1087834.1356
"S4 AMS var";"2022";50635580.6818;49428770.0154;1206810.6664
"S4 AMS var";"2023";52072997.9572;50635580.6818;1437417.2754
"S4 AMS var";"2024";53640893.4394;52072997.9572;1567895.4822
"S4 AMS var";"2025";55374890.6714;53640893.4394;1733997.23200001
"S4 AMS var";"2026";57347039.042;55374890.6714;1972148.37059999
"S4 AMS var";"2027";59465028.3132;57347039.042;2117989.2712
"S4 AMS var";"2028";61724228.5904;59465028.3132;2259200.2772
"S4 AMS var";"2029";64267186.481;61724228.5904;2542957.89060001
"S4 AMS var";"2030";67029405.4035;64267186.481;2762218.92249999
"S4 AMS var";"2031";69607662.7139;67029405.4035;2578257.3104
"S4 AMS var";"2032";72448931.5971;69607662.7139;2841268.8832
"S4 AMS var";"2033";75528891.2524;72448931.5971;3079959.65529999
"S4 AMS var";"2034";78783213.2548;75528891.2524;3254322.00240001
"S4 AMS var";"2035";85173884.7053;78783213.2548;6390671.4505
"S4 AMS var";"2036";91820114.0211;85173884.7053;6646229.3158
"S4 AMS var";"2037";98917758.6309;91820114.0211;7097644.6098
"S4 AMS var";"2038";106532962.3668;98917758.6309;7615203.73590001
"S4 AMS var";"2039";115340317.2885;106532962.3668;8807354.92169999
"S4 AMS var";"2040";124877394.3265;115340317.2885;9537077.038
"S4 AMS var";"2041";133142678.14;124877394.3265;8265283.8135
"S4 AMS var";"2042";141408310.1148;133142678.14;8265631.97480001
"S4 AMS var";"2043";150246851.5265;141408310.1148;8838541.41169998
"S4 AMS var";"2044";159564272.0236;150246851.5265;9317420.4971
"S4 AMS var";"2045";169345251.2646;159564272.0236;9780979.24100003
"S4 AMS var";"2046";179710599.4464;169345251.2646;10365348.1818
"S4 AMS var";"2047";191370464.1156;179710599.4464;11659864.6692
"S4 AMS var";"2048";203966157.8793;191370464.1156;12595693.7637
"S4 AMS var";"2049";217319083.0491;203966157.8793;13352925.1698
"S4 AMS var";"2050";231272446.9083;217319083.0491;13953363.8592
