BRANCHE;SS_BRANCHE;BAT_TYPE;EQ_CLIM;ID_AGREG;PERIODE;RDT;COUT
Bureaux Administration;Administration;immeuble peri urbain;Climatisé;01014201;0;3.084192272;80.80050725
Bureaux Administration;Administration;immeuble rénové;Climatisé;01014401;0;3.028754929;81.37823454
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Climatisé;01018401;0;3.030641724;110.3744244
Bureaux Administration;Bureaux;immeuble peri urbain;Climatisé;01024201;0;3.068619155;104.1732425
Bureaux Administration;Bureaux;immeuble rénové;Climatisé;01024401;0;3.028059226;104.7547493
Bureaux Administration;Bureaux;immeuble résidentiel;Climatisé;01024501;0;3.050643345;102.2144947
Bureaux Administration;Bureaux;plateau large bureau paysagés;Climatisé;01028301;0;3.056671793;113.3285618
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Climatisé;01028401;0;3.049597797;110.8506257
Bureaux Administration;Bureaux;plateau mince;Climatisé;01028501;0;3.058609866;112.0556117
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Climatisé;02041601;0;3.253807622;143.3496283
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Climatisé;02043101;0;3.269758119;142.5058594
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Climatisé;02046201;0;3.270011079;135.9285275
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Climatisé;02047901;0;3.264691397;141.2747469
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Climatisé;02182001;0;3.279258693;132.0062908
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Climatisé;02182101;0;3.297934658;133.2744289
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Climatisé;02182201;0;3.264310907;132.2263216
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Climatisé;02183701;0;3.321291002;131.9431818
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Climatisé;02183801;0;3.28934291;133.2588692
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Climatisé;02185301;0;3.26048166;135.5062013
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Climatisé;02185401;0;3.252812359;133.055159
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Climatisé;02185501;0;3.24970632;131.0756243
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Climatisé;02186701;0;3.264358093;128.9338969
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Climatisé;02186801;0;3.248261403;133.0690476
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Climatisé;02186901;0;3.242976545;135.8290258
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Climatisé;02192301;0;3.292305108;132.7723384
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Climatisé;02192401;0;3.319647183;130.4803922
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Climatisé;02192501;0;3.275763903;130.4423077
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Climatisé;02193901;0;3.260598671;132.1071429
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Climatisé;02194001;0;3.326398435;153.75
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Climatisé;02195601;0;3.278962335;129.8553678
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Climatisé;02195701;0;3.269751995;130.8619154
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Climatisé;02195801;0;3.326371476;132.3113208
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Climatisé;02197001;0;3.25993949;127.7249445
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Climatisé;02197101;0;3.235745258;128.1994048
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Climatisé;02197201;0;3.255193382;128.5
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Climatisé;02262901;0;3.285073208;133.9828767
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Climatisé;02263001;0;3.275878378;133.0457089
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Climatisé;02267701;0;3.262281103;129.9832523
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Climatisé;02267801;0;3.265343681;128.9233412
Commerce;Commerce de détail non alimentaire;Complexe brico;Climatisé;03060901;0;3.975560356;115.7171429
Commerce;Commerce de détail non alimentaire;Grand brico;Climatisé;03061701;0;3.9638718;112.9250307
Commerce;Commerce de détail non alimentaire;Grand librairie;Climatisé;03062601;0;3.672756848;156
Commerce;Commerce de détail non alimentaire;Grand Mode;Climatisé;03062701;0;3.683689249;156
Commerce;Commerce de détail non alimentaire;Petit brico;Climatisé;03066401;0;2.745640713;156
Commerce;Commerce de détail non alimentaire;Petit librairie;Climatisé;03067301;0;2.745656699;156
Commerce;Commerce de détail non alimentaire;Petit mode;Climatisé;03067401;0;2.742597112;156
Commerce;Commerce de détail non alimentaire;ZAC Mode;Climatisé;03069601;0;3.967451911;116.4253241
Commerce;Commerce de gros;Grand commerce de gros;Climatisé;03071901;0;3.987114689;114.1803519
Commerce;Commerce de gros;Petit commerce de gros;Climatisé;03076601;0;3.963832158;109.4392225
Commerce;Entrepôt;Entrepôt;Climatisé;03121201;0;3.405529268;142.0528249
Commerce;Grand commerce alimentaire;Grand alimentaire;Climatisé;03161501;0;3.69495336;156
Commerce;Grand commerce alimentaire;Hypermarché;Climatisé;03164101;0;3.966347306;118.2348624
Commerce;Grand commerce alimentaire;Superette;Climatisé;03169201;0;2.736712713;156
Commerce;Grand commerce alimentaire;Supermarché;Climatisé;03169301;0;3.970288577;126.134564
Commerce;Petit commerce alimentaire;Petit boulangerie;Climatisé;03236301;0;2.743349787;156
Commerce;Petit commerce alimentaire;Petit librairie;Climatisé;03237301;0;2.732230687;156
Commerce;Petit commerce alimentaire;Petit poissonnerie;Climatisé;03237501;0;2.743157522;156
Commerce;Process;Grand librairie;Climatisé;03242601;0;3.663290615;156
Commerce;Process;Grand process;Climatisé;03242801;0;3.668796934;156
Commerce;Process;Petit process;Climatisé;03247601;0;2.743286317;156
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Climatisé;04090301;0;3.063854429;173.25
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Climatisé;04090601;0;3.063854429;173.25
Enseignement Recherche;Enseignement primaire;Elémentaire;Climatisé;04091101;0;3.063854429;173.25
Enseignement Recherche;Enseignement primaire;Préélémentaire;Climatisé;04098601;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Cantine collége;Climatisé;04100201;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Climatisé;04100401;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LP;Climatisé;04100501;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Collège;Climatisé;04100801;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Internat college;Climatisé;04104601;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Climatisé;04104701;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Internat LP;Climatisé;04104801;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Climatisé;04104901;0;3.063854429;173.25
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Climatisé;04105001;0;3.063854429;173.25
Enseignement Recherche;Enseignement supérieur et recherche;école;Climatisé;04111001;0;3.102211038;190.5
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Climatisé;04118701;0;3.040262367;156
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Climatisé;04118801;0;3.022608714;156
Enseignement Recherche;Enseignement supérieur et recherche;université;Climatisé;04119401;0;3.090335595;190.5
Habitat Communautaire;Foyer;Foyers;Climatisé;05141301;0;2.800595126;156
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Climatisé;05215101;0;2.810062684;156
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Climatisé;05225201;0;2.791127569;156
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Climatisé;05258901;0;2.800595126;156
Habitat Communautaire;Service à la personne;Résidentiel;Climatisé;05289001;0;2.800595126;156
Santé Action Sociale;Cabinet médical;Cabinet médical;Climatisé;06030101;0;3.028516032;156
Santé Action Sociale;Centre accueil;Centre accueil;Climatisé;06050701;0;3.028516032;156
Santé Action Sociale;Garderie;Garderie;Climatisé;06151401;0;3.028516032;156
Santé Action Sociale;Hôpital;Hopital bloc;Climatisé;06173401;0;3.025179136;156
Santé Action Sociale;Hôpital;Hopital maison;Climatisé;06173501;0;3.028621214;156
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Climatisé;06173601;0;3.031747747;156
Sport Loisir Culture;Culture;Grand cinéma;Climatisé;07081801;0;3.050469172;155.4496855
Sport Loisir Culture;Culture;Grande salle de spectacle;Climatisé;07083201;0;3.061495969;155.4176471
Sport Loisir Culture;Culture;Immeuble péri urbain;Climatisé;07084301;0;3.011204559;156
Sport Loisir Culture;Culture;Musée;Climatisé;07085901;0;3.070625673;155.2065293
Sport Loisir Culture;Culture;Petit cinéma;Climatisé;07086501;0;3.0412532;155.4533333
Sport Loisir Culture;Culture;Petite salle de spectacle;Climatisé;07088001;0;3.050966103;155.398906
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Climatisé;07134301;0;2.984924053;156
Sport Loisir Culture;Loisir;Grand bar café tabac;Climatisé;07201601;0;2.97640665;156
Sport Loisir Culture;Loisir;Salle non spécialisée;Climatisé;07209101;0;3.043807668;155.2963286
Sport Loisir Culture;Loisir;Vestiaire et rangement;Climatisé;07209501;0;3.028923775;155.5943541
Sport Loisir Culture;Sport;Grand bar café tabac;Climatisé;07291601;0;2.986962004;156
Sport Loisir Culture;Sport;Grande salle multisport;Climatisé;07293301;0;3.021668691;155.7717662
Sport Loisir Culture;Sport;Patinoire;Climatisé;07296101;0;3.035323426;155.4352941
Sport Loisir Culture;Sport;Petite salle multisport;Climatisé;07298101;0;3.033442252;155.5159127
Sport Loisir Culture;Sport;Piscine;Climatisé;07298201;0;3.030786233;155.5452358
Sport Loisir Culture;Sport;Salle non spécialisée;Climatisé;07299101;0;3.03452097;155.4246734
Sport Loisir Culture;Sport;Vestiaire et rangement;Climatisé;07299501;0;3.028923775;155.5943541
Transport;Service;nr;Climatisé;08276001;0;1;128.8973583
Transport;Transport aérien;nr;Climatisé;08306001;0;1;128.8973583
Transport;Transport autre;nr;Climatisé;08316001;0;1;128.8973583
Transport;Transport ferroviaire;nr;Climatisé;08326001;0;1;128.8973583
Transport;Transport maritime et fluvial;nr;Climatisé;08336001;0;1;128.8973583
Transport;Transport routier;nr;Climatisé;08346001;0;1;128.8973583
Transport;Transport urbain;nr;Climatisé;08356001;0;1;128.8973583
Bureaux Administration;Administration;immeuble peri urbain;Non climatisé;01014202;0;0;0
Bureaux Administration;Administration;immeuble rénové;Non climatisé;01014402;0;0;0
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Non climatisé;01018402;0;0;0
Bureaux Administration;Bureaux;immeuble peri urbain;Non climatisé;01024202;0;0;0
Bureaux Administration;Bureaux;immeuble rénové;Non climatisé;01024402;0;0;0
Bureaux Administration;Bureaux;immeuble résidentiel;Non climatisé;01024502;0;0;0
Bureaux Administration;Bureaux;plateau large bureau paysagés;Non climatisé;01028302;0;0;0
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Non climatisé;01028402;0;0;0
Bureaux Administration;Bureaux;plateau mince;Non climatisé;01028502;0;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Non climatisé;02041602;0;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Non climatisé;02043102;0;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Non climatisé;02046202;0;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Non climatisé;02047902;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Non climatisé;02182002;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Non climatisé;02182102;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Non climatisé;02182202;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Non climatisé;02183702;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Non climatisé;02183802;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Non climatisé;02185302;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Non climatisé;02185402;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Non climatisé;02185502;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Non climatisé;02186702;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Non climatisé;02186802;0;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Non climatisé;02186902;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Non climatisé;02192302;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Non climatisé;02192402;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Non climatisé;02192502;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Non climatisé;02193902;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Non climatisé;02194002;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Non climatisé;02195602;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Non climatisé;02195702;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Non climatisé;02195802;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Non climatisé;02197002;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Non climatisé;02197102;0;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Non climatisé;02197202;0;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Non climatisé;02262902;0;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Non climatisé;02263002;0;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Non climatisé;02267702;0;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Non climatisé;02267802;0;0;0
Commerce;Commerce de détail non alimentaire;Complexe brico;Non climatisé;03060902;0;0;0
Commerce;Commerce de détail non alimentaire;Grand brico;Non climatisé;03061702;0;0;0
Commerce;Commerce de détail non alimentaire;Grand librairie;Non climatisé;03062602;0;0;0
Commerce;Commerce de détail non alimentaire;Grand Mode;Non climatisé;03062702;0;0;0
Commerce;Commerce de détail non alimentaire;Petit brico;Non climatisé;03066402;0;0;0
Commerce;Commerce de détail non alimentaire;Petit librairie;Non climatisé;03067302;0;0;0
Commerce;Commerce de détail non alimentaire;Petit mode;Non climatisé;03067402;0;0;0
Commerce;Commerce de détail non alimentaire;ZAC Mode;Non climatisé;03069602;0;0;0
Commerce;Commerce de gros;Grand commerce de gros;Non climatisé;03071902;0;0;0
Commerce;Commerce de gros;Petit commerce de gros;Non climatisé;03076602;0;0;0
Commerce;Entrepôt;Entrepôt;Non climatisé;03121202;0;0;0
Commerce;Grand commerce alimentaire;Grand alimentaire;Non climatisé;03161502;0;0;0
Commerce;Grand commerce alimentaire;Hypermarché;Non climatisé;03164102;0;0;0
Commerce;Grand commerce alimentaire;Superette;Non climatisé;03169202;0;0;0
Commerce;Grand commerce alimentaire;Supermarché;Non climatisé;03169302;0;0;0
Commerce;Petit commerce alimentaire;Petit boulangerie;Non climatisé;03236302;0;0;0
Commerce;Petit commerce alimentaire;Petit librairie;Non climatisé;03237302;0;0;0
Commerce;Petit commerce alimentaire;Petit poissonnerie;Non climatisé;03237502;0;0;0
Commerce;Process;Grand librairie;Non climatisé;03242602;0;0;0
Commerce;Process;Grand process;Non climatisé;03242802;0;0;0
Commerce;Process;Petit process;Non climatisé;03247602;0;0;0
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Non climatisé;04090302;0;0;0
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Non climatisé;04090602;0;0;0
Enseignement Recherche;Enseignement primaire;Elémentaire;Non climatisé;04091102;0;0;0
Enseignement Recherche;Enseignement primaire;Préélémentaire;Non climatisé;04098602;0;0;0
Enseignement Recherche;Enseignement secondaire;Cantine collége;Non climatisé;04100202;0;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Non climatisé;04100402;0;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LP;Non climatisé;04100502;0;0;0
Enseignement Recherche;Enseignement secondaire;Collège;Non climatisé;04100802;0;0;0
Enseignement Recherche;Enseignement secondaire;Internat college;Non climatisé;04104602;0;0;0
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Non climatisé;04104702;0;0;0
Enseignement Recherche;Enseignement secondaire;Internat LP;Non climatisé;04104802;0;0;0
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Non climatisé;04104902;0;0;0
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Non climatisé;04105002;0;0;0
Enseignement Recherche;Enseignement supérieur et recherche;école;Non climatisé;04111002;0;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Non climatisé;04118702;0;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Non climatisé;04118802;0;0;0
Enseignement Recherche;Enseignement supérieur et recherche;université;Non climatisé;04119402;0;0;0
Habitat Communautaire;Foyer;Foyers;Non climatisé;05141302;0;0;0
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Non climatisé;05215102;0;0;0
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Non climatisé;05225202;0;0;0
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Non climatisé;05258902;0;0;0
Habitat Communautaire;Service à la personne;Résidentiel;Non climatisé;05289002;0;0;0
Santé Action Sociale;Cabinet médical;Cabinet médical;Non climatisé;06030102;0;0;0
Santé Action Sociale;Centre accueil;Centre accueil;Non climatisé;06050702;0;0;0
Santé Action Sociale;Garderie;Garderie;Non climatisé;06151402;0;0;0
Santé Action Sociale;Hôpital;Hopital bloc;Non climatisé;06173402;0;0;0
Santé Action Sociale;Hôpital;Hopital maison;Non climatisé;06173502;0;0;0
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Non climatisé;06173602;0;0;0
Sport Loisir Culture;Culture;Grand cinéma;Non climatisé;07081802;0;0;0
Sport Loisir Culture;Culture;Grande salle de spectacle;Non climatisé;07083202;0;0;0
Sport Loisir Culture;Culture;Immeuble péri urbain;Non climatisé;07084302;0;0;0
Sport Loisir Culture;Culture;Musée;Non climatisé;07085902;0;0;0
Sport Loisir Culture;Culture;Petit cinéma;Non climatisé;07086502;0;0;0
Sport Loisir Culture;Culture;Petite salle de spectacle;Non climatisé;07088002;0;0;0
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Non climatisé;07134302;0;0;0
Sport Loisir Culture;Loisir;Grand bar café tabac;Non climatisé;07201602;0;0;0
Sport Loisir Culture;Loisir;Salle non spécialisée;Non climatisé;07209102;0;0;0
Sport Loisir Culture;Loisir;Vestiaire et rangement;Non climatisé;07209502;0;0;0
Sport Loisir Culture;Sport;Grand bar café tabac;Non climatisé;07291602;0;0;0
Sport Loisir Culture;Sport;Grande salle multisport;Non climatisé;07293302;0;0;0
Sport Loisir Culture;Sport;Patinoire;Non climatisé;07296102;0;0;0
Sport Loisir Culture;Sport;Petite salle multisport;Non climatisé;07298102;0;0;0
Sport Loisir Culture;Sport;Piscine;Non climatisé;07298202;0;0;0
Sport Loisir Culture;Sport;Salle non spécialisée;Non climatisé;07299102;0;0;0
Sport Loisir Culture;Sport;Vestiaire et rangement;Non climatisé;07299502;0;0;0
Transport;Service;nr;Non climatisé;08276002;0;0;0
Transport;Transport aérien;nr;Non climatisé;08306002;0;0;0
Transport;Transport autre;nr;Non climatisé;08316002;0;0;0
Transport;Transport ferroviaire;nr;Non climatisé;08326002;0;0;0
Transport;Transport maritime et fluvial;nr;Non climatisé;08336002;0;0;0
Transport;Transport routier;nr;Non climatisé;08346002;0;0;0
Transport;Transport urbain;nr;Non climatisé;08356002;0;0;0
Bureaux Administration;Administration;immeuble peri urbain;Climatisé;01014201;1;3.392611499;80.80050725
Bureaux Administration;Administration;immeuble rénové;Climatisé;01014401;1;3.331630421;81.37823454
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Climatisé;01018401;1;3.333705897;110.3744244
Bureaux Administration;Bureaux;immeuble peri urbain;Climatisé;01024201;1;3.375481071;104.1732425
Bureaux Administration;Bureaux;immeuble rénové;Climatisé;01024401;1;3.330865148;104.7547493
Bureaux Administration;Bureaux;immeuble résidentiel;Climatisé;01024501;1;3.35570768;102.2144947
Bureaux Administration;Bureaux;plateau large bureau paysagés;Climatisé;01028301;1;3.362338973;113.3285618
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Climatisé;01028401;1;3.354557577;110.8506257
Bureaux Administration;Bureaux;plateau mince;Climatisé;01028501;1;3.364470853;112.0556117
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Climatisé;02041601;1;3.579188384;143.3496283
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Climatisé;02043101;1;3.596733931;142.5058594
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Climatisé;02046201;1;3.597012187;135.9285275
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Climatisé;02047901;1;3.591160537;141.2747469
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Climatisé;02182001;1;3.607184562;132.0062908
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Climatisé;02182101;1;3.627728123;133.2744289
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Climatisé;02182201;1;3.590741997;132.2263216
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Climatisé;02183701;1;3.653420102;131.9431818
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Climatisé;02183801;1;3.618277201;133.2588692
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Climatisé;02185301;1;3.586529827;135.5062013
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Climatisé;02185401;1;3.578093595;133.055159
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Climatisé;02185501;1;3.574676952;131.0756243
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Climatisé;02186701;1;3.590793902;128.9338969
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Climatisé;02186801;1;3.573087543;133.0690476
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Climatisé;02186901;1;3.5672742;135.8290258
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Climatisé;02192301;1;3.621535619;132.7723384
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Climatisé;02192401;1;3.651611902;130.4803922
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Climatisé;02192501;1;3.603340293;130.4423077
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Climatisé;02193901;1;3.586658538;132.1071429
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Climatisé;02194001;1;3.659038278;153.75
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Climatisé;02195601;1;3.606858569;129.8553678
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Climatisé;02195701;1;3.596727194;130.8619154
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Climatisé;02195801;1;3.659008623;132.3113208
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Climatisé;02197001;1;3.585933439;127.7249445
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Climatisé;02197101;1;3.559319784;128.1994048
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Climatisé;02197201;1;3.580712721;128.5
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Climatisé;02262901;1;3.613580529;133.9828767
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Climatisé;02263001;1;3.603466216;133.0457089
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Climatisé;02267701;1;3.588509214;129.9832523
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Climatisé;02267801;1;3.59187805;128.9233412
Commerce;Commerce de détail non alimentaire;Complexe brico;Climatisé;03060901;1;4.373116392;115.7171429
Commerce;Commerce de détail non alimentaire;Grand brico;Climatisé;03061701;1;4.36025898;112.9250307
Commerce;Commerce de détail non alimentaire;Grand librairie;Climatisé;03062601;1;4.040032533;156
Commerce;Commerce de détail non alimentaire;Grand Mode;Climatisé;03062701;1;4.052058174;156
Commerce;Commerce de détail non alimentaire;Petit brico;Climatisé;03066401;1;3.020204785;156
Commerce;Commerce de détail non alimentaire;Petit librairie;Climatisé;03067301;1;3.020222369;156
Commerce;Commerce de détail non alimentaire;Petit mode;Climatisé;03067401;1;3.016856823;156
Commerce;Commerce de détail non alimentaire;ZAC Mode;Climatisé;03069601;1;4.364197102;116.4253241
Commerce;Commerce de gros;Grand commerce de gros;Climatisé;03071901;1;4.385826158;114.1803519
Commerce;Commerce de gros;Petit commerce de gros;Climatisé;03076601;1;4.360215374;109.4392225
Commerce;Entrepôt;Entrepôt;Climatisé;03121201;1;3.746082194;142.0528249
Commerce;Grand commerce alimentaire;Grand alimentaire;Climatisé;03161501;1;4.064448696;156
