BRANCHE;SS_BRANCHE;BAT_TYPE;EQ_CLIM;ID_AGREG;PERIODE;RDT;COUT
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Non climatisé;04118702;2;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Non climatisé;04118802;2;0;0
Enseignement Recherche;Enseignement supérieur et recherche;université;Non climatisé;04119402;2;0;0
Habitat Communautaire;Foyer;Foyers;Non climatisé;05141302;2;0;0
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Non climatisé;05215102;2;0;0
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Non climatisé;05225202;2;0;0
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Non climatisé;05258902;2;0;0
Habitat Communautaire;Service à la personne;Résidentiel;Non climatisé;05289002;2;0;0
Santé Action Sociale;Cabinet médical;Cabinet médical;Non climatisé;06030102;2;0;0
Santé Action Sociale;Centre accueil;Centre accueil;Non climatisé;06050702;2;0;0
Santé Action Sociale;Garderie;Garderie;Non climatisé;06151402;2;0;0
Santé Action Sociale;Hôpital;Hopital bloc;Non climatisé;06173402;2;0;0
Santé Action Sociale;Hôpital;Hopital maison;Non climatisé;06173502;2;0;0
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Non climatisé;06173602;2;0;0
Sport Loisir Culture;Culture;Grand cinéma;Non climatisé;07081802;2;0;0
Sport Loisir Culture;Culture;Grande salle de spectacle;Non climatisé;07083202;2;0;0
Sport Loisir Culture;Culture;Immeuble péri urbain;Non climatisé;07084302;2;0;0
Sport Loisir Culture;Culture;Musée;Non climatisé;07085902;2;0;0
Sport Loisir Culture;Culture;Petit cinéma;Non climatisé;07086502;2;0;0
Sport Loisir Culture;Culture;Petite salle de spectacle;Non climatisé;07088002;2;0;0
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Non climatisé;07134302;2;0;0
Sport Loisir Culture;Loisir;Grand bar café tabac;Non climatisé;07201602;2;0;0
Sport Loisir Culture;Loisir;Salle non spécialisée;Non climatisé;07209102;2;0;0
Sport Loisir Culture;Loisir;Vestiaire et rangement;Non climatisé;07209502;2;0;0
Sport Loisir Culture;Sport;Grand bar café tabac;Non climatisé;07291602;2;0;0
Sport Loisir Culture;Sport;Grande salle multisport;Non climatisé;07293302;2;0;0
Sport Loisir Culture;Sport;Patinoire;Non climatisé;07296102;2;0;0
Sport Loisir Culture;Sport;Petite salle multisport;Non climatisé;07298102;2;0;0
Sport Loisir Culture;Sport;Piscine;Non climatisé;07298202;2;0;0
Sport Loisir Culture;Sport;Salle non spécialisée;Non climatisé;07299102;2;0;0
Sport Loisir Culture;Sport;Vestiaire et rangement;Non climatisé;07299502;2;0;0
Transport;Service;nr;Non climatisé;08276002;2;0;0
Transport;Transport aérien;nr;Non climatisé;08306002;2;0;0
Transport;Transport autre;nr;Non climatisé;08316002;2;0;0
Transport;Transport ferroviaire;nr;Non climatisé;08326002;2;0;0
Transport;Transport maritime et fluvial;nr;Non climatisé;08336002;2;0;0
Transport;Transport routier;nr;Non climatisé;08346002;2;0;0
Transport;Transport urbain;nr;Non climatisé;08356002;2;0;0
Bureaux Administration;Administration;immeuble peri urbain;Climatisé;01014201;3;4.009449953;80.80050725
Bureaux Administration;Administration;immeuble rénové;Climatisé;01014401;3;3.937381407;81.37823454
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Climatisé;01018401;3;3.939834241;110.3744244
Bureaux Administration;Bureaux;immeuble peri urbain;Climatisé;01024201;3;3.989204902;104.1732425
Bureaux Administration;Bureaux;immeuble rénové;Climatisé;01024401;3;3.936476993;104.7547493
Bureaux Administration;Bureaux;immeuble résidentiel;Climatisé;01024501;3;3.965836349;102.2144947
Bureaux Administration;Bureaux;plateau large bureau paysagés;Climatisé;01028301;3;3.973673331;113.3285618
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Climatisé;01028401;3;3.964477136;110.8506257
Bureaux Administration;Bureaux;plateau mince;Climatisé;01028501;3;3.976192826;112.0556117
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Climatisé;02041601;3;4.229949908;143.3496283
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Climatisé;02043101;3;4.250685555;142.5058594
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Climatisé;02046201;3;4.251014403;135.9285275
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Climatisé;02047901;3;4.244098816;141.2747469
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Climatisé;02182001;3;4.2630363;132.0062908
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Climatisé;02182101;3;4.287315055;133.2744289
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Climatisé;02182201;3;4.243604179;132.2263216
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Climatisé;02183701;3;4.317678303;131.9431818
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Climatisé;02183801;3;4.276145783;133.2588692
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Climatisé;02185301;3;4.238626159;135.5062013
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Climatisé;02185401;3;4.228656066;133.055159
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Climatisé;02185501;3;4.224618216;131.0756243
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Climatisé;02186701;3;4.243665521;128.9338969
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Climatisé;02186801;3;4.222739824;133.0690476
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Climatisé;02186901;3;4.215869509;135.8290258
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Climatisé;02192301;3;4.279996641;132.7723384
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Climatisé;02192401;3;4.315541339;130.4803922
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Climatisé;02192501;3;4.258493073;130.4423077
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Climatisé;02193901;3;4.238778272;132.1071429
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Climatisé;02194001;3;4.324317965;153.75
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Climatisé;02195601;3;4.262651036;129.8553678
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Climatisé;02195701;3;4.250677593;130.8619154
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Climatisé;02195801;3;4.324282918;132.3113208
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Climatisé;02197001;3;4.237921337;127.7249445
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Climatisé;02197101;3;4.206468835;128.1994048
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Climatisé;02197201;3;4.231751397;128.5
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Climatisé;02262901;3;4.27059517;133.9828767
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Climatisé;02263001;3;4.258641892;133.0457089
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Climatisé;02267701;3;4.240965434;129.9832523
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Climatisé;02267801;3;4.244946786;128.9233412
Commerce;Commerce de détail non alimentaire;Complexe brico;Climatisé;03060901;3;5.168228463;115.7171429
Commerce;Commerce de détail non alimentaire;Grand brico;Climatisé;03061701;3;5.15303334;112.9250307
Commerce;Commerce de détail non alimentaire;Grand librairie;Climatisé;03062601;3;4.774583902;156
Commerce;Commerce de détail non alimentaire;Grand Mode;Climatisé;03062701;3;4.788796024;156
Commerce;Commerce de détail non alimentaire;Petit brico;Climatisé;03066401;3;3.569332927;156
Commerce;Commerce de détail non alimentaire;Petit librairie;Climatisé;03067301;3;3.569353709;156
Commerce;Commerce de détail non alimentaire;Petit mode;Climatisé;03067401;3;3.565376245;156
Commerce;Commerce de détail non alimentaire;ZAC Mode;Climatisé;03069601;3;5.157687484;116.4253241
Commerce;Commerce de gros;Grand commerce de gros;Climatisé;03071901;3;5.183249096;114.1803519
Commerce;Commerce de gros;Petit commerce de gros;Climatisé;03076601;3;5.152981806;109.4392225
Commerce;Entrepôt;Entrepôt;Climatisé;03121201;3;4.427188048;142.0528249
Commerce;Grand commerce alimentaire;Grand alimentaire;Climatisé;03161501;3;4.803439368;156
Commerce;Grand commerce alimentaire;Hypermarché;Climatisé;03164101;3;5.156251498;118.2348624
Commerce;Grand commerce alimentaire;Superette;Climatisé;03169201;3;3.557726526;156
Commerce;Grand commerce alimentaire;Supermarché;Climatisé;03169301;3;5.16137515;126.134564
Commerce;Petit commerce alimentaire;Petit boulangerie;Climatisé;03236301;3;3.566354723;156
Commerce;Petit commerce alimentaire;Petit librairie;Climatisé;03237301;3;3.551899893;156
Commerce;Petit commerce alimentaire;Petit poissonnerie;Climatisé;03237501;3;3.566104778;156
Commerce;Process;Grand librairie;Climatisé;03242601;3;4.7622778;156
Commerce;Process;Grand process;Climatisé;03242801;3;4.769436014;156
Commerce;Process;Petit process;Climatisé;03247601;3;3.566272212;156
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Climatisé;04090301;3;3.983010757;173.25
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Climatisé;04090601;3;3.983010757;173.25
Enseignement Recherche;Enseignement primaire;Elémentaire;Climatisé;04091101;3;3.983010757;173.25
Enseignement Recherche;Enseignement primaire;Préélémentaire;Climatisé;04098601;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Cantine collége;Climatisé;04100201;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Climatisé;04100401;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LP;Climatisé;04100501;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Collège;Climatisé;04100801;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Internat college;Climatisé;04104601;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Climatisé;04104701;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Internat LP;Climatisé;04104801;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Climatisé;04104901;3;3.983010757;173.25
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Climatisé;04105001;3;3.983010757;173.25
Enseignement Recherche;Enseignement supérieur et recherche;école;Climatisé;04111001;3;4.032874349;190.5
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Climatisé;04118701;3;3.952341077;156
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Climatisé;04118801;3;3.929391328;156
Enseignement Recherche;Enseignement supérieur et recherche;université;Climatisé;04119401;3;4.017436274;190.5
Habitat Communautaire;Foyer;Foyers;Climatisé;05141301;3;3.640773664;156
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Climatisé;05215101;3;3.653081489;156
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Climatisé;05225201;3;3.62846584;156
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Climatisé;05258901;3;3.640773664;156
Habitat Communautaire;Service à la personne;Résidentiel;Climatisé;05289001;3;3.640773664;156
Santé Action Sociale;Cabinet médical;Cabinet médical;Climatisé;06030101;3;3.937070842;156
Santé Action Sociale;Centre accueil;Centre accueil;Climatisé;06050701;3;3.937070842;156
Santé Action Sociale;Garderie;Garderie;Climatisé;06151401;3;3.937070842;156
Santé Action Sociale;Hôpital;Hopital bloc;Climatisé;06173401;3;3.932732877;156
Santé Action Sociale;Hôpital;Hopital maison;Climatisé;06173501;3;3.937207578;156
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Climatisé;06173601;3;3.941272071;156
Sport Loisir Culture;Culture;Grand cinéma;Climatisé;07081801;3;3.965609923;155.4496855
Sport Loisir Culture;Culture;Grande salle de spectacle;Climatisé;07083201;3;3.97994476;155.4176471
Sport Loisir Culture;Culture;Immeuble péri urbain;Climatisé;07084301;3;3.914565927;156
Sport Loisir Culture;Culture;Musée;Climatisé;07085901;3;3.991813374;155.2065293
Sport Loisir Culture;Culture;Petit cinéma;Climatisé;07086501;3;3.95362916;155.4533333
Sport Loisir Culture;Culture;Petite salle de spectacle;Climatisé;07088001;3;3.966255934;155.398906
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Climatisé;07134301;3;3.880401269;156
Sport Loisir Culture;Loisir;Grand bar café tabac;Climatisé;07201601;3;3.869328645;156
Sport Loisir Culture;Loisir;Salle non spécialisée;Climatisé;07209101;3;3.956949969;155.2963286
Sport Loisir Culture;Loisir;Vestiaire et rangement;Climatisé;07209501;3;3.937600907;155.5943541
Sport Loisir Culture;Sport;Grand bar café tabac;Climatisé;07291601;3;3.883050605;156
Sport Loisir Culture;Sport;Grande salle multisport;Climatisé;07293301;3;3.928169298;155.7717662
Sport Loisir Culture;Sport;Patinoire;Climatisé;07296101;3;3.945920454;155.4352941
Sport Loisir Culture;Sport;Petite salle multisport;Climatisé;07298101;3;3.943474927;155.5159127
Sport Loisir Culture;Sport;Piscine;Climatisé;07298201;3;3.940022103;155.5452358
Sport Loisir Culture;Sport;Salle non spécialisée;Climatisé;07299101;3;3.944877261;155.4246734
Sport Loisir Culture;Sport;Vestiaire et rangement;Climatisé;07299501;3;3.937600907;155.5943541
Transport;Service;nr;Climatisé;08276001;3;1.3;128.8973583
Transport;Transport aérien;nr;Climatisé;08306001;3;1.3;128.8973583
Transport;Transport autre;nr;Climatisé;08316001;3;1.3;128.8973583
Transport;Transport ferroviaire;nr;Climatisé;08326001;3;1.3;128.8973583
Transport;Transport maritime et fluvial;nr;Climatisé;08336001;3;1.3;128.8973583
Transport;Transport routier;nr;Climatisé;08346001;3;1.3;128.8973583
Transport;Transport urbain;nr;Climatisé;08356001;3;1.3;128.8973583
Bureaux Administration;Administration;immeuble peri urbain;Non climatisé;01014202;3;0;0
Bureaux Administration;Administration;immeuble rénové;Non climatisé;01014402;3;0;0
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Non climatisé;01018402;3;0;0
Bureaux Administration;Bureaux;immeuble peri urbain;Non climatisé;01024202;3;0;0
Bureaux Administration;Bureaux;immeuble rénové;Non climatisé;01024402;3;0;0
Bureaux Administration;Bureaux;immeuble résidentiel;Non climatisé;01024502;3;0;0
Bureaux Administration;Bureaux;plateau large bureau paysagés;Non climatisé;01028302;3;0;0
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Non climatisé;01028402;3;0;0
Bureaux Administration;Bureaux;plateau mince;Non climatisé;01028502;3;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Non climatisé;02041602;3;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Non climatisé;02043102;3;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Non climatisé;02046202;3;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Non climatisé;02047902;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Non climatisé;02182002;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Non climatisé;02182102;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Non climatisé;02182202;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Non climatisé;02183702;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Non climatisé;02183802;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Non climatisé;02185302;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Non climatisé;02185402;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Non climatisé;02185502;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Non climatisé;02186702;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Non climatisé;02186802;3;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Non climatisé;02186902;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Non climatisé;02192302;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Non climatisé;02192402;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Non climatisé;02192502;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Non climatisé;02193902;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Non climatisé;02194002;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Non climatisé;02195602;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Non climatisé;02195702;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Non climatisé;02195802;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Non climatisé;02197002;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Non climatisé;02197102;3;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Non climatisé;02197202;3;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Non climatisé;02262902;3;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Non climatisé;02263002;3;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Non climatisé;02267702;3;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Non climatisé;02267802;3;0;0
Commerce;Commerce de détail non alimentaire;Complexe brico;Non climatisé;03060902;3;0;0
Commerce;Commerce de détail non alimentaire;Grand brico;Non climatisé;03061702;3;0;0
Commerce;Commerce de détail non alimentaire;Grand librairie;Non climatisé;03062602;3;0;0
Commerce;Commerce de détail non alimentaire;Grand Mode;Non climatisé;03062702;3;0;0
Commerce;Commerce de détail non alimentaire;Petit brico;Non climatisé;03066402;3;0;0
Commerce;Commerce de détail non alimentaire;Petit librairie;Non climatisé;03067302;3;0;0
Commerce;Commerce de détail non alimentaire;Petit mode;Non climatisé;03067402;3;0;0
Commerce;Commerce de détail non alimentaire;ZAC Mode;Non climatisé;03069602;3;0;0
Commerce;Commerce de gros;Grand commerce de gros;Non climatisé;03071902;3;0;0
Commerce;Commerce de gros;Petit commerce de gros;Non climatisé;03076602;3;0;0
Commerce;Entrepôt;Entrepôt;Non climatisé;03121202;3;0;0
Commerce;Grand commerce alimentaire;Grand alimentaire;Non climatisé;03161502;3;0;0
Commerce;Grand commerce alimentaire;Hypermarché;Non climatisé;03164102;3;0;0
Commerce;Grand commerce alimentaire;Superette;Non climatisé;03169202;3;0;0
Commerce;Grand commerce alimentaire;Supermarché;Non climatisé;03169302;3;0;0
Commerce;Petit commerce alimentaire;Petit boulangerie;Non climatisé;03236302;3;0;0
Commerce;Petit commerce alimentaire;Petit librairie;Non climatisé;03237302;3;0;0
Commerce;Petit commerce alimentaire;Petit poissonnerie;Non climatisé;03237502;3;0;0
Commerce;Process;Grand librairie;Non climatisé;03242602;3;0;0
Commerce;Process;Grand process;Non climatisé;03242802;3;0;0
Commerce;Process;Petit process;Non climatisé;03247602;3;0;0
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Non climatisé;04090302;3;0;0
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Non climatisé;04090602;3;0;0
Enseignement Recherche;Enseignement primaire;Elémentaire;Non climatisé;04091102;3;0;0
Enseignement Recherche;Enseignement primaire;Préélémentaire;Non climatisé;04098602;3;0;0
Enseignement Recherche;Enseignement secondaire;Cantine collége;Non climatisé;04100202;3;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Non climatisé;04100402;3;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LP;Non climatisé;04100502;3;0;0
Enseignement Recherche;Enseignement secondaire;Collège;Non climatisé;04100802;3;0;0
Enseignement Recherche;Enseignement secondaire;Internat college;Non climatisé;04104602;3;0;0
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Non climatisé;04104702;3;0;0
Enseignement Recherche;Enseignement secondaire;Internat LP;Non climatisé;04104802;3;0;0
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Non climatisé;04104902;3;0;0
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Non climatisé;04105002;3;0;0
Enseignement Recherche;Enseignement supérieur et recherche;école;Non climatisé;04111002;3;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Non climatisé;04118702;3;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Non climatisé;04118802;3;0;0
Enseignement Recherche;Enseignement supérieur et recherche;université;Non climatisé;04119402;3;0;0
Habitat Communautaire;Foyer;Foyers;Non climatisé;05141302;3;0;0
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Non climatisé;05215102;3;0;0
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Non climatisé;05225202;3;0;0
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Non climatisé;05258902;3;0;0
Habitat Communautaire;Service à la personne;Résidentiel;Non climatisé;05289002;3;0;0
Santé Action Sociale;Cabinet médical;Cabinet médical;Non climatisé;06030102;3;0;0
Santé Action Sociale;Centre accueil;Centre accueil;Non climatisé;06050702;3;0;0
Santé Action Sociale;Garderie;Garderie;Non climatisé;06151402;3;0;0
Santé Action Sociale;Hôpital;Hopital bloc;Non climatisé;06173402;3;0;0
Santé Action Sociale;Hôpital;Hopital maison;Non climatisé;06173502;3;0;0
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Non climatisé;06173602;3;0;0
Sport Loisir Culture;Culture;Grand cinéma;Non climatisé;07081802;3;0;0
Sport Loisir Culture;Culture;Grande salle de spectacle;Non climatisé;07083202;3;0;0
Sport Loisir Culture;Culture;Immeuble péri urbain;Non climatisé;07084302;3;0;0
Sport Loisir Culture;Culture;Musée;Non climatisé;07085902;3;0;0
Sport Loisir Culture;Culture;Petit cinéma;Non climatisé;07086502;3;0;0
Sport Loisir Culture;Culture;Petite salle de spectacle;Non climatisé;07088002;3;0;0
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Non climatisé;07134302;3;0;0
Sport Loisir Culture;Loisir;Grand bar café tabac;Non climatisé;07201602;3;0;0
Sport Loisir Culture;Loisir;Salle non spécialisée;Non climatisé;07209102;3;0;0
Sport Loisir Culture;Loisir;Vestiaire et rangement;Non climatisé;07209502;3;0;0
Sport Loisir Culture;Sport;Grand bar café tabac;Non climatisé;07291602;3;0;0
Sport Loisir Culture;Sport;Grande salle multisport;Non climatisé;07293302;3;0;0
Sport Loisir Culture;Sport;Patinoire;Non climatisé;07296102;3;0;0
Sport Loisir Culture;Sport;Petite salle multisport;Non climatisé;07298102;3;0;0
Sport Loisir Culture;Sport;Piscine;Non climatisé;07298202;3;0;0
Sport Loisir Culture;Sport;Salle non spécialisée;Non climatisé;07299102;3;0;0
Sport Loisir Culture;Sport;Vestiaire et rangement;Non climatisé;07299502;3;0;0
Transport;Service;nr;Non climatisé;08276002;3;0;0
Transport;Transport aérien;nr;Non climatisé;08306002;3;0;0
Transport;Transport autre;nr;Non climatisé;08316002;3;0;0
Transport;Transport ferroviaire;nr;Non climatisé;08326002;3;0;0
Transport;Transport maritime et fluvial;nr;Non climatisé;08336002;3;0;0
Transport;Transport routier;nr;Non climatisé;08346002;3;0;0
Transport;Transport urbain;nr;Non climatisé;08356002;3;0;0
Bureaux Administration;Administration;immeuble peri urbain;Climatisé;01014201;4;4.317869181;80.80050725
Bureaux Administration;Administration;immeuble rénové;Climatisé;01014401;4;4.2402569;81.37823454
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Climatisé;01018401;4;4.242898414;110.3744244
Bureaux Administration;Bureaux;immeuble peri urbain;Climatisé;01024201;4;4.296066818;104.1732425
Bureaux Administration;Bureaux;immeuble rénové;Climatisé;01024401;4;4.239282916;104.7547493
Bureaux Administration;Bureaux;immeuble résidentiel;Climatisé;01024501;4;4.270900683;102.2144947
Bureaux Administration;Bureaux;plateau large bureau paysagés;Climatisé;01028301;4;4.279340511;113.3285618
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Climatisé;01028401;4;4.269436916;110.8506257
Bureaux Administration;Bureaux;plateau mince;Climatisé;01028501;4;4.282053813;112.0556117
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Climatisé;02041601;4;4.555330671;143.3496283
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Climatisé;02043101;4;4.577661367;142.5058594
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Climatisé;02046201;4;4.578015511;135.9285275
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Climatisé;02047901;4;4.570567956;141.2747469
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Climatisé;02182001;4;4.59096217;132.0062908
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Climatisé;02182101;4;4.617108521;133.2744289
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Climatisé;02182201;4;4.570035269;132.2263216
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Climatisé;02183701;4;4.649807403;131.9431818
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Climatisé;02183801;4;4.605080074;133.2588692
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Climatisé;02185301;4;4.564674325;135.5062013
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Climatisé;02185401;4;4.553937302;133.055159
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Climatisé;02185501;4;4.549588848;131.0756243
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Climatisé;02186701;4;4.57010133;128.9338969
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Climatisé;02186801;4;4.547565964;133.0690476
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Climatisé;02186901;4;4.540167163;135.8290258
