BRANCHE;BAT_TYPE;PRODUCTION_CHAUD;ENERGIE;COUT;DUREE_VIE;BESOIN_U;RDT;PM_2009;COUT_ENERGIE
Sport Loisir Culture;Petite salle multisport;Rooftop;Electricité;8.758738681;17;99.83514431;2.598429767;0.019065145;0.0774
Sport Loisir Culture;Petite salle de spectacle;Tube radiant;Gaz;10;25;235.5109321;0.8;0.040564329;0.0513
Bureaux Administration;immeuble peri urbain;Autre système centralisé performant;Autres;26.91756478;25;154.2301391;0.764904192;9.994E-05;0.015468227
Bureaux Administration;immeuble peri urbain;Autre système centralisé performant;Urbain;26.629339;25;183.0880401;0.779309582;9.994E-05;0.0616
Bureaux Administration;immeuble peri urbain;Chaudière condensation fioul;Fioul;14.79359919;20;158.4983341;0.720201468;9.994E-05;0.074414716
Bureaux Administration;immeuble peri urbain;Chaudière condensation gaz;Gaz;10.49131027;20;151.47616;0.950520162;9.994E-05;0.0513
Sport Loisir Culture;Petit cinéma;Rooftop;Electricité;9.144339994;17;172.3195585;2.598429767;0.049467324;0.0774
Sport Loisir Culture;Petite salle de spectacle;Rooftop;Electricité;9.905476829;17;181.9742662;2.598429767;0.041423019;0.0774
Sport Loisir Culture;Piscine;Rooftop;Electricité;6.058952136;17;45.03726873;2.751069767;0.01384586;0.0774
Bureaux Administration;immeuble peri urbain;DRV performant;Electricité;32.91208416;17;162.0223914;3.177309767;9.994E-05;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre système centralisé;Urbain;37.17778419;25;227.9880548;0.7;0.002405174;0.0616
Bureaux Administration;immeuble peri urbain;Electrique direct performant;Electricité;12;13;150.0533578;1;9.994E-05;0.0774
Sport Loisir Culture;Piscine;Autre système centralisé;Urbain;41.67480409;25;60.5724684;1.974287284;0.002409455;0.0616
Sport Loisir Culture;Grande salle de spectacle;Tube radiant;Gaz;10;25;66.84453797;0.8;0.046065096;0.0513
Bureaux Administration;immeuble rénové;Autre système centralisé performant;Autres;20.95197108;25;118.0564324;0.762935764;9.994E-05;0.015468227
Bureaux Administration;immeuble rénové;Autre système centralisé performant;Urbain;19.02370941;25;129.8619577;0.775915156;9.994E-05;0.0616
Bureaux Administration;immeuble rénové;Chaudière condensation fioul;Fioul;10.82802199;20;118.6485177;0.723246621;9.994E-05;0.074414716
Bureaux Administration;immeuble rénové;Chaudière condensation gaz;Gaz;7.645030479;20;114.8398547;0.954692338;9.994E-05;0.0513
Sport Loisir Culture;Salle non spécialisée;Autre système centralisé;Urbain;51.57691026;25;86.42467098;1.991946606;0.00264144;0.0616
Sport Loisir Culture;Grande salle multisport;Autre système centralisé;Urbain;18.28208744;25;21.98064594;2.334352923;0.002857402;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre système centralisé;Autres;26.11770114;25;93.07731171;0.84;0.003272187;0.015468227
Bureaux Administration;immeuble rénové;Electrique direct performant;Electricité;12;13;114.9262151;1;9.994E-05;0.0774
Enseignement Recherche;R&D sciences physiques et naturelles;PAC;Electricité;41.74127498;20;70.04374904;2.713175581;0.020316409;0.0774
Bureaux Administration;immeuble rénové;PAC performant;Electricité;56.64252179;20;113.074884;3.397956279;9.994E-05;0.0774
Enseignement Recherche;R&D en sciences humaines et sociales;Chaudière fioul;Fioul;10.3090575;20;50.70053428;0.708387462;0.001107777;0.074414716
Sport Loisir Culture;Petite salle multisport;Autre système centralisé;Urbain;61.21132833;25;118.9556333;1.969054412;0.005163958;0.0616
Bureaux Administration;immeuble résidentiel;Autre système centralisé performant;Autres;30.7164714;25;168.4238532;0.770234755;9.995E-05;0.015468227
Bureaux Administration;immeuble résidentiel;Autre système centralisé performant;Urbain;30.73150997;25;182.5358396;0.782436439;9.995E-05;0.0616
Bureaux Administration;immeuble résidentiel;Chaudière condensation fioul;Fioul;33.00853082;20;166.6586514;0.718621645;9.995E-05;0.074414716
Bureaux Administration;immeuble résidentiel;Chaudière condensation gaz;Gaz;33.11449375;20;169.5993244;0.948575888;9.995E-05;0.0513
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé;Urbain;40.64385446;25;237.5316642;0.686629245;0.006425098;0.0616
Enseignement Recherche;Cantine préélémentaire;Autre système centralisé;Autres;49.58470014;25;277.2494347;0.776900515;0.00670165;0.015468227
Sport Loisir Culture;Piscine;Tube radiant;Gaz;10;25;86.79300588;0.8;0.019444739;0.0513
Bureaux Administration;immeuble résidentiel;Electrique direct performant;Electricité;12;13;159.7971816;1;9.995E-05;0.0774
Sport Loisir Culture;Grande salle multisport;Rooftop;Electricité;2.619505589;17;21.64719816;2.679567309;0.021185973;0.0774
Santé Action Sociale;Garderie;Autre système centralisé;Autres;12.87680806;25;95.65863979;0.725788208;0.00927046;0.015468227
Bureaux Administration;plateau large bureau paysagés;Autre système centralisé performant;Autres;18.44604112;25;69.94749295;0.770903963;9.994E-05;0.015468227
Bureaux Administration;plateau large bureau paysagés;Autre système centralisé performant;Urbain;19.59213286;25;67.84132092;0.787324315;9.994E-05;0.0616
Bureaux Administration;plateau large bureau paysagés;Chaudière condensation fioul;Fioul;5.240535487;20;74.25193126;0.725216306;9.994E-05;0.074414716
Bureaux Administration;plateau large bureau paysagés;Chaudière condensation gaz;Gaz;3.897488892;20;71.78206613;0.957295666;9.994E-05;0.0513
Café Hôtel Restaurant;Petit restaurant rapide;Autre système centralisé;Autres;73.78;25;124.1601322;0.703169805;0.012263399;0.015468227
Café Hôtel Restaurant;Grand restaurant rapide;Autre système centralisé;Autres;48.75642327;25;141.7056044;0.719009166;0.01319721;0.015468227
Commerce;Grand brico;Autre système centralisé;Urbain;30.34141421;25;111.4002863;1.565145623;0.013275862;0.0616
Bureaux Administration;plateau large bureau paysagés;Electrique direct performant;Electricité;12;13;69.24815047;1;9.994E-05;0.0774
Enseignement Recherche;école;Chaudière fioul;Fioul;11.09251113;20;78.01578098;0.714680607;0.003375073;0.074414716
Bureaux Administration;plateau large bureau paysagés;PAC performant;Electricité;53.28387755;20;72.36895338;3.397956279;9.994E-05;0.0774
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre système centralisé;Autres;21.56060358;25;71.84783137;0.6275;0.013823228;0.015468227
Santé Action Sociale;Centre accueil;Autre système centralisé;Autres;15.33278633;25;94.73295988;0.723377421;0.014038159;0.015468227
Bureaux Administration;plateau large bureaux cloisonnés;Autre système centralisé performant;Autres;19.93667987;25;87.64848138;0.763741222;9.994E-05;0.015468227
Bureaux Administration;plateau large bureaux cloisonnés;Autre système centralisé performant;Urbain;20.72036855;25;99.67190187;0.78319629;9.994E-05;0.0616
Bureaux Administration;plateau large bureaux cloisonnés;Chaudière condensation fioul;Fioul;5.287163537;20;94.31214895;0.725259074;9.994E-05;0.074414716
Bureaux Administration;plateau large bureaux cloisonnés;Chaudière condensation gaz;Gaz;4.117418495;20;94.10594977;0.95731213;9.994E-05;0.0513
Enseignement Recherche;Cantine élémentaire;Autre système centralisé;Autres;46.11170223;25;263.6117344;0.758511635;0.014724857;0.015468227
Sport Loisir Culture;Patinoire;Tube radiant;Gaz;10;25;58.54157361;0.8;0.038860617;0.0513
Commerce;Hypermarché;Autre système centralisé;Urbain;32.29005253;25;115.5081553;1.536793371;0.015096284;0.0616
Bureaux Administration;plateau large bureaux cloisonnés;Electrique direct performant;Electricité;12;13;84.30010892;1;9.994E-05;0.0774
Sport Loisir Culture;Piscine;PAC;Electricité;25.41927589;20;51.36624388;2.838613953;0.027382221;0.0774
Bureaux Administration;plateau large bureaux cloisonnés;PAC performant;Electricité;58.14448797;20;94.54365804;3.397956279;9.994E-05;0.0774
Sport Loisir Culture;Grande salle de spectacle;Autre système centralisé;Autres;34.85296991;25;57.63321517;2.767449784;0.015320259;0.015468227
Bureaux Administration;plateau mince;Autre système centralisé;Autres;19.51355204;25;97.13568853;0.649001027;0.015810885;0.015468227
Bureaux Administration;plateau mince;Autre système centralisé performant;Autres;24.39194005;25;97.13568853;0.778801232;9.994E-05;0.015468227
Bureaux Administration;plateau mince;Autre système centralisé performant;Urbain;24.86722588;25;105.4664931;0.782857968;9.994E-05;0.0616
Bureaux Administration;plateau mince;Chaudière condensation fioul;Fioul;5.965524318;20;101.9522445;0.725278393;9.994E-05;0.074414716
Bureaux Administration;plateau mince;Chaudière condensation gaz;Gaz;4.573826326;20;105.5361057;0.95736883;9.994E-05;0.0513
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre système centralisé;Urbain;28.73530009;25;165.3954742;0.649588349;0.015948765;0.0616
Enseignement Recherche;R&D en sciences humaines et sociales;PAC;Electricité;43.80325996;20;93.51636003;2.666169767;0.017358261;0.0774
Bureaux Administration;plateau large bureau paysagés;Autre système centralisé;Autres;14.75683289;25;69.94749295;0.64241997;0.016658985;0.015468227
Bureaux Administration;plateau mince;Electrique direct performant;Electricité;12;13;99.56893455;1;9.994E-05;0.0774
Café Hôtel Restaurant;Petit restaurant traditionnel;Autre système centralisé;Autres;73.78;25;114.4330648;0.701480109;0.017674384;0.015468227
Bureaux Administration;plateau mince;PAC performant;Electricité;69.48377231;20;105.1961592;3.397956279;9.994E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Autre système centralisé;Autres;30.87403998;25;133.1849401;0.703613015;0.017732481;0.015468227
Café Hôtel Restaurant;Grand restaurant traditionnel;Autre système centralisé;Autres;34.15114522;25;83.88356219;0.692732828;0.017949803;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;Autre système centralisé performant;Autres;30.33611105;25;114.3565952;0.849277828;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;Autre système centralisé performant;Urbain;30.54825182;25;124.0882839;0.807524243;9.993E-05;0.0616
Café Hôtel Restaurant;Grand bar café tabac;Chaudière condensation fioul;Fioul;21.05152192;20;92.67101513;0.754189753;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand bar café tabac;Chaudière condensation gaz;Gaz;14.99977594;20;91.63378722;0.981787082;9.993E-05;0.0513
Enseignement Recherche;Préélémentaire;Autre système centralisé;Autres;20.6024439;25;96.11651225;0.784432749;0.018191507;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Autre système centralisé;Autres;19.32174075;25;76.10339518;0.705404988;0.01823884;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Autre système centralisé;Autres;30.52582553;25;164.5489645;0.660410745;0.018345479;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;Electrique direct performant;Electricité;12;13;76.72378167;1;9.993E-05;0.0774
Enseignement Recherche;Elémentaire;Autre système centralisé;Autres;22.42419042;25;95.59296476;0.768719094;0.018928708;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;PAC performant;Electricité;78.82256483;20;89.54505975;3.397956279;9.993E-05;0.0774
Commerce;Grand process;Autre système centralisé;Urbain;28.28803588;25;100.6923106;1.603316683;0.019187661;0.0616
Café Hôtel Restaurant;Grand bar café tabac;Rooftop performant;Electricité;39.37740132;17;81.68971161;3.328610233;9.993E-05;0.0774
Bureaux Administration;immeuble rénové;Autre système centralisé;Autres;16.76157686;25;118.0564324;0.635779803;0.020345197;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé;Autres;17.87381586;25;87.52485835;0.692062597;0.020404214;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Autres;23.61087187;25;84.0981279;0.80649954;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Urbain;23.80388897;25;98.44082597;0.708578579;9.993E-05;0.0616
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière condensation fioul;Fioul;14.75095851;20;74.87636767;0.753837866;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière condensation gaz;Gaz;10.75160336;20;74.98391021;0.981434951;9.993E-05;0.0513
Commerce;Supermarché;Autre système centralisé;Urbain;30.17884227;25;100.0940823;1.571368118;0.020606654;0.0616
Sport Loisir Culture;Grande salle multisport;PAC;Electricité;12.54264171;20;22.6233581;2.838613953;0.033425085;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Autre système centralisé;Autres;18.37788361;25;64.5491216;0.75;0.020863486;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Electrique direct performant;Electricité;12;13;60.15011519;1;9.993E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Autre système centralisé;Autres;28.72614336;25;114.6745673;0.664292087;0.020962215;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;PAC performant;Electricité;63.54325038;20;70.5546691;3.397956279;9.993E-05;0.0774
Bureaux Administration;plateau large bureaux cloisonnés;Autre système centralisé;Autres;15.9493439;25;87.64848138;0.636451019;0.021116998;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Rooftop performant;Electricité;28.9400134;17;71.57233753;3.328610233;9.993E-05;0.0774
Bureaux Administration;immeuble résidentiel;Autre système centralisé;Autres;24.57317712;25;168.4238532;0.641862296;0.021391296;0.015468227
Commerce;Grand commerce de gros;Autre système centralisé;Urbain;27.78604333;25;81.31678654;1.585338183;0.021465387;0.0616
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Autres;22.34226983;25;87.52485835;0.830475117;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;22.45641669;25;88.07564825;0.746398835;9.993E-05;0.0616
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;13.30244593;20;70.44710642;0.758352405;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Chaudière condensation gaz;Gaz;9.751625505;20;70.86595833;0.98229892;9.993E-05;0.0513
Habitat Communautaire;Résidence universitaire;Autre système centralisé;Autres;14.46721142;25;91.2666177;1.515989009;0.021731535;0.015468227
Enseignement Recherche;Elémentaire;Autre système centralisé;Urbain;21.11972999;25;89.13931108;0.896192387;0.021828248;0.0616
Commerce;Complexe brico;Autre système centralisé;Urbain;22.56120618;25;55.69373953;1.542420753;0.021938181;0.0616
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Electrique direct performant;Electricité;12;13;53.95199348;1;9.993E-05;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé;Autres;23.27229822;25;122.035446;0.681399259;0.02210531;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;PAC performant;Electricité;60.76047678;20;65.07442857;3.397956279;9.993E-05;0.0774
Habitat Communautaire;Foyers;Autre système centralisé;Autres;16.20670487;25;98.20311781;1.529897198;0.022305488;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Rooftop performant;Electricité;26.95172643;17;65.9860333;3.328610233;9.993E-05;0.0774
Santé Action Sociale;Hopital maison;Autre système centralisé;Autres;13.18863587;25;115.6542678;0.720585652;0.022447754;0.015468227
Bureaux Administration;immeuble peri urbain;Autre système centralisé;Autres;21.53405182;25;154.2301391;0.63742016;0.022568086;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé performant;Autres;29.09037277;25;122.035446;0.817679111;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé performant;Urbain;29.22875763;25;132.6844913;0.789064208;9.993E-05;0.0616
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Chaudière condensation fioul;Fioul;13.14613116;20;101.4015903;0.76249866;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Chaudière condensation gaz;Gaz;9.784518223;20;100.7375776;0.99009464;9.993E-05;0.0513
Habitat Communautaire;Maison retraite médicalisée;Autre système centralisé;Urbain;13.99822476;25;91.95242209;1.65303591;0.022984213;0.0616
Commerce;Grand alimentaire;Autre système centralisé;Urbain;26.37855574;25;91.19129398;1.685;0.023433456;0.0616
Commerce;ZAC Mode;Autre système centralisé;Urbain;30.21267046;25;106.2419086;1.575613447;0.023714875;0.0616
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Electrique direct performant;Electricité;12;13;82.05660811;1;9.993E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Chaudière fioul;Fioul;20.2316101;20;145.2453434;0.521972851;0.00475746;0.074414716
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;PAC performant;Electricité;80.84290603;20;95.40528029;3.397956279;9.993E-05;0.0774
Sport Loisir Culture;Grande salle de spectacle;Rooftop;Electricité;3.5669561;17;40.72984762;2.644576744;0.067750284;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Rooftop performant;Electricité;33.79097921;17;92.22172893;3.328610233;9.993E-05;0.0774
Sport Loisir Culture;Patinoire;Rooftop;Electricité;6.775125999;17;33.29167139;2.679567309;0.048182541;0.0774
Santé Action Sociale;Hopital pavillonnaire;Autre système centralisé;Autres;18.28392166;25;178.1425156;0.735383503;0.024321306;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Autre système centralisé performant;Autres;24.15217594;25;76.10339518;0.846485985;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Autre système centralisé performant;Urbain;24.26756657;25;72.7924942;0.765696838;9.993E-05;0.0616
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Chaudière condensation fioul;Fioul;15.01468622;20;81.45263657;0.753844297;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Chaudière condensation gaz;Gaz;10.93739433;20;78.68620791;0.981436514;9.993E-05;0.0513
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé;Autres;25.89524131;25;134.9468564;0.684212278;0.024915285;0.015468227
Habitat Communautaire;Résidence universitaire;PAC;Electricité;38.50947572;20;82.94393767;2.831630233;0.085817319;0.0774
Habitat Communautaire;Maison de pré-retraite;Autre système centralisé;Autres;16.52353576;25;86.97372491;1.569403377;0.025492208;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Electrique direct performant;Electricité;12;13;64.14669548;1;9.993E-05;0.0774
Habitat Communautaire;Résidentiel;PAC;Electricité;42.3630526;20;88.7599324;2.831630233;0.088897995;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;PAC performant;Electricité;64.95881007;20;76.16359376;3.397956279;9.993E-05;0.0774
Enseignement Recherche;Cantine LEGT;PAC;Electricité;121.6233163;20;316.786822;2.783818605;0.048675051;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Rooftop performant;Electricité;29.56403723;17;74.72694622;3.328610233;9.993E-05;0.0774
Enseignement Recherche;Préélémentaire;PAC;Electricité;59.8660507;20;89.74465796;2.783818605;0.10175596;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre système centralisé;Autres;28.67925949;25;151.7952991;0.692375954;0.026372458;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Autre système centralisé performant;Autres;22.97235452;25;64.5491216;0.9;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Autre système centralisé performant;Urbain;22.96835043;25;68.41907939;0.830668236;9.993E-05;0.0616
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Chaudière condensation fioul;Fioul;13.58298646;20;83.76985909;0.762990495;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Chaudière condensation gaz;Gaz;9.921164155;20;78.16638102;0.988026551;9.993E-05;0.0513
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Autre système centralisé;Autres;44.3494539;25;197.7241064;0.691045413;0.026489441;0.015468227
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé;Autres;18.8886975;25;84.0981279;0.67208295;0.02668099;0.015468227
Habitat Communautaire;Maison de pré-retraite;PAC;Electricité;46.47241046;20;92.86089417;2.698554695;0.086156992;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Electrique direct performant;Electricité;12;13;60.95631378;1;9.993E-05;0.0774
Sport Loisir Culture;Grand cinéma;Autre système centralisé;Autres;28.68725113;25;71.2116506;2.478235866;0.026865895;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;PAC performant;Electricité;62.2739317;20;74.20836655;3.397956279;9.993E-05;0.0774
Commerce;Grand librairie;Autre système centralisé;Urbain;26.30462174;25;76.0973368;1.568740305;0.027191094;0.0616
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;27.64640932;17;72.51293626;3.328610233;9.993E-05;0.0774
Sport Loisir Culture;Grand cinéma;Rooftop;Electricité;3.675450363;17;63.4958172;2.683624186;0.064919711;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Autre système centralisé performant;Urbain;29.55897586;25;98.52175852;0.84;9.994E-05;0.0616
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Chaudière condensation fioul;Fioul;13.35117801;20;67.6814564;0.736903963;9.994E-05;0.074414716
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Chaudière condensation gaz;Gaz;9.901960638;20;83.95202788;0.988723649;9.994E-05;0.0513
Enseignement Recherche;Cantine préélémentaire;PAC;Electricité;128.6594685;20;290.3263447;2.783818605;0.095732759;0.0774
Commerce;ZAC Mode;Autre système centralisé;Autres;30.56369147;25;101.2027728;1.548411286;0.028062977;0.015468227
Enseignement Recherche;Cantine LEGT;Electrique direct;Electricité;10;13;288.1854685;0.9;0.050924097;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Electrique direct performant;Electricité;12;13;88.01416117;1;9.994E-05;0.0774
Habitat Communautaire;Maison retraite médicalisée;Autre système centralisé;Autres;14.9298637;25;80.2693904;1.5326836;0.028491151;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;PAC performant;Electricité;82.27380841;20;100.6179846;3.480686512;9.994E-05;0.0774
Commerce;Superette;Autre système centralisé;Autres;33.63592255;25;86.75390971;1.555545711;0.028638006;0.015468227
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Rooftop performant;Electricité;34.44867498;17;95.9776201;3.409652093;9.994E-05;0.0774
Santé Action Sociale;Hopital bloc;Autre système centralisé;Autres;10.88189529;25;125.6743306;0.75904029;0.02892531;0.015468227
Commerce;Grand librairie;Autre système centralisé;Autres;26.34292539;25;72.08483329;1.558763514;0.02934935;0.015468227
Café Hôtel Restaurant;Grand restaurant rapide;Autre système centralisé performant;Autres;60.94552909;25;141.7056044;0.862810999;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand restaurant rapide;Autre système centralisé performant;Urbain;61.3834475;25;132.7042649;0.812232273;9.993E-05;0.0616
Café Hôtel Restaurant;Grand restaurant rapide;Chaudière condensation fioul;Fioul;38.61584698;20;179.7045831;0.757492449;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand restaurant rapide;Chaudière condensation gaz;Gaz;28.0998667;20;178.8784076;0.985089871;9.993E-05;0.0513
Commerce;Petit mode;Autre système centralisé;Autres;32.85193908;25;78.29823199;1.544919674;0.029497463;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé;Urbain;25.98446205;25;154.3526495;0.620586105;0.02969772;0.0616
Sport Loisir Culture;Musée;Autre système centralisé;Autres;26.13302534;25;91.30996185;2.191087932;0.029963789;0.015468227
Café Hôtel Restaurant;Grand restaurant rapide;Electrique direct performant;Electricité;12;13;145.2758073;1;9.993E-05;0.0774
Enseignement Recherche;Préélémentaire;Electrique direct;Electricité;10;13;83.99439414;0.9;0.1055978;0.0774
Café Hôtel Restaurant;Grand restaurant rapide;PAC performant;Electricité;164.0068315;20;170.3529561;3.397956279;9.993E-05;0.0774
Sport Loisir Culture;Petite salle multisport;PAC;Electricité;42.88856246;20;78.65023543;2.838613953;0.048688435;0.0774
Café Hôtel Restaurant;Grand restaurant rapide;Rooftop performant;Electricité;75.26015133;17;162.4401495;3.328610233;9.993E-05;0.0774
Enseignement Recherche;Cantine préélémentaire;Electrique direct;Electricité;10;13;273.8713025;0.9;0.098524141;0.0774
Commerce;Grand Mode;Autre système centralisé;Autres;26.41545163;25;71.50102182;1.556459275;0.030793484;0.015468227
Café Hôtel Restaurant;Grand restaurant traditionnel;Autre système centralisé performant;Autres;42.68893153;25;83.88356219;0.831279394;9.993E-05;0.015468227
Café Hôtel Restaurant;Grand restaurant traditionnel;Autre système centralisé performant;Urbain;42.7065433;25;81.29390174;0.805905482;9.993E-05;0.0616
Café Hôtel Restaurant;Grand restaurant traditionnel;Chaudière condensation fioul;Fioul;29.01456464;20;111.400692;0.756818941;9.993E-05;0.074414716
Café Hôtel Restaurant;Grand restaurant traditionnel;Chaudière condensation gaz;Gaz;20.79663628;20;109.9002417;0.984414426;9.993E-05;0.0513
Santé Action Sociale;Cabinet médical;Autre système centralisé;Autres;10.88704617;25;79.20364663;0.730094341;0.030842498;0.015468227
Café Hôtel Restaurant;Grande cantine;Autre système centralisé;Autres;32.89609623;25;107.8719617;0.700614019;0.030923332;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;Autre système centralisé;Autres;24.26888884;25;114.3565952;0.707731523;0.031019059;0.015468227
Café Hôtel Restaurant;Grand restaurant traditionnel;Electrique direct performant;Electricité;12;13;92.52079242;1;9.993E-05;0.0774
Sport Loisir Culture;Patinoire;PAC;Electricité;23.09959997;20;43.14784271;2.838613953;0.055360147;0.0774
Café Hôtel Restaurant;Grand restaurant traditionnel;PAC performant;Electricité;111.7431234;20;106.6067628;3.397956279;9.993E-05;0.0774
Café Hôtel Restaurant;Petite cantine;Autre système centralisé;Autres;73.78;25;154.8793588;0.707371445;0.031987706;0.015468227
Café Hôtel Restaurant;Grand restaurant traditionnel;Rooftop performant;Electricité;54.52886329;17;98.93868709;3.328610233;9.993E-05;0.0774
Enseignement Recherche;Elémentaire;PAC;Electricité;62.2340185;20;92.1230774;2.783818605;0.122465511;0.0774
Commerce;Petit brico;Autre système centralisé;Autres;32.68859206;25;81.92237577;1.559194914;0.032154455;0.015468227
Café Hôtel Restaurant;Grande cantine;Autre système centralisé performant;Autres;41.12012028;25;107.8719617;0.840736823;9.993E-05;0.015468227
Café Hôtel Restaurant;Grande cantine;Autre système centralisé performant;Urbain;41.44099869;25;113.3086817;0.791531024;9.993E-05;0.0616
Café Hôtel Restaurant;Grande cantine;Chaudière condensation fioul;Fioul;28.17811965;20;86.09980624;0.756655538;9.993E-05;0.074414716
Café Hôtel Restaurant;Grande cantine;Chaudière condensation gaz;Gaz;20.26138129;20;88.40320651;0.984276467;9.993E-05;0.0513
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre système centralisé;Autres;37.16379539;25;165.6157726;0.614;0.03232216;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;PAC;Electricité;63.05805186;20;89.54505975;2.831630233;0.092189395;0.0774
Commerce;Grand commerce de gros;Autre système centralisé;Autres;27.86318313;25;85.50686564;1.562318086;0.032905377;0.015468227
Café Hôtel Restaurant;Grande cantine;Electrique direct performant;Electricité;12;13;69.85722685;1;9.993E-05;0.0774
