BRANCHE;BAT_TYPE;PRODUCTION_CHAUD;ENERGIE;COUT;DUREE_VIE;BESOIN_U;RDT;PM_2009;COUT_ENERGIE
Enseignement Recherche;Lycée professionnel (LP);Autre système centralisé performant;Urbain;22.63256632;25;86.8211915;0.963281388;9.994E-05;0.0616
Enseignement Recherche;Lycée professionnel (LP);Chaudière condensation fioul;Fioul;9.541472748;20;73.21766742;0.764229158;9.994E-05;0.074414716
Enseignement Recherche;Lycée professionnel (LP);Chaudière condensation gaz;Gaz;7.02385352;20;75.32045729;0.990636065;9.994E-05;0.0513
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Chaudière gaz;Gaz;18.2253183;20;135.0880829;0.577211061;0.221062908;0.0513
Commerce;Grand commerce de gros;Rooftop;Electricité;31.38308756;17;82.70205257;2.672974884;0.242505596;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Electrique direct;Electricité;10;13;61.59598567;0.9;0.23793638;0.0774
Enseignement Recherche;Lycée professionnel (LP);Electrique direct performant;Electricité;12;13;63.37270396;1;9.994E-05;0.0774
Commerce;Grand process;Electrique direct;Electricité;10;13;103.435331;0.9;0.262040503;0.0774
Enseignement Recherche;Lycée professionnel (LP);PAC performant;Electricité;63.51598568;20;73.60684945;3.340582326;9.994E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Electrique direct;Electricité;10;13;104.7579232;0.9;0.23747157;0.0774
Commerce;Supermarché;Chaudière fioul;Fioul;12.4125204;20;103.9497824;0.6713266;0.047678149;0.074414716
Enseignement Recherche;Préélémentaire;Autre système centralisé performant;Autres;25.75305487;25;96.11651225;0.941319299;9.994E-05;0.015468227
Enseignement Recherche;Préélémentaire;Autre système centralisé performant;Urbain;28.53589108;25;90.16098565;1.081655775;9.994E-05;0.0616
Enseignement Recherche;Préélémentaire;Chaudière condensation fioul;Fioul;15.24711926;20;89.1716455;0.760180594;9.994E-05;0.074414716
Enseignement Recherche;Préélémentaire;Chaudière condensation gaz;Gaz;11.33990593;20;87.76110641;0.986495619;9.994E-05;0.0513
Café Hôtel Restaurant;Grand restaurant traditionnel;Chaudière fioul;Fioul;23.21165171;20;111.400692;0.525148974;0.038688561;0.074414716
Enseignement Recherche;R&D en sciences humaines et sociales;Autre système centralisé;Urbain;18.01633643;25;84.64884778;0.916004463;0.194527501;0.0616
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Electrique direct;Electricité;10;13;64.14669548;0.9;0.229205064;0.0774
Enseignement Recherche;Préélémentaire;Electrique direct performant;Electricité;12;13;83.99439414;1;9.994E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Electrique direct;Electricité;10;13;103.9996378;0.9;0.229301028;0.0774
Enseignement Recherche;Préélémentaire;PAC performant;Electricité;74.83256337;20;89.74465796;3.340582326;9.994E-05;0.0774
Sport Loisir Culture;Vestiaire et rangement;Chaudière fioul;Fioul;64.25654826;20;96.33367936;0.658767878;0.033006592;0.074414716
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Electrique direct;Electricité;10;13;82.05660811;0.9;0.241736128;0.0774
Enseignement Recherche;R&D en sciences humaines et sociales;Autre système centralisé performant;Autres;21.89081259;25;84.9870304;0.947676037;9.994E-05;0.015468227
Enseignement Recherche;R&D en sciences humaines et sociales;Autre système centralisé performant;Urbain;22.52042054;25;84.64884778;1.099205355;9.994E-05;0.0616
Enseignement Recherche;R&D en sciences humaines et sociales;Chaudière condensation fioul;Fioul;12.88632188;20;50.70053428;0.759390537;9.994E-05;0.074414716
Enseignement Recherche;R&D en sciences humaines et sociales;Chaudière condensation gaz;Gaz;9.86270623;20;81.71631417;0.985731096;9.994E-05;0.0513
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Chaudière fioul;Fioul;13.57448597;20;96.39702787;0.576295955;0.039779981;0.074414716
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Chaudière fioul;Fioul;24.80699373;20;151.9130937;0.526258645;0.03987525;0.074414716
Café Hôtel Restaurant;Petit restaurant traditionnel;Chaudière gaz;Gaz;80.3104;20;132.3613223;0.593792737;0.237776154;0.0513
Enseignement Recherche;R&D en sciences humaines et sociales;Electrique direct performant;Electricité;12;13;106.5301013;1;9.994E-05;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Electrique direct;Electricité;10;13;88.01416117;0.9;0.220910095;0.0774
Enseignement Recherche;R&D en sciences humaines et sociales;PAC performant;Electricité;54.75407494;20;93.51636003;3.199403721;9.994E-05;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Electrique direct;Electricité;10;13;60.15011519;0.9;0.25110738;0.0774
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Chaudière fioul;Fioul;7.576046097;20;71.4765522;0.732812339;0.050676318;0.074414716
Enseignement Recherche;R&D sciences physiques et naturelles;Autre système centralisé performant;Autres;20.16014519;25;89.06631951;0.921972632;9.994E-05;0.015468227
Enseignement Recherche;R&D sciences physiques et naturelles;Autre système centralisé performant;Urbain;21.17380532;25;93.07964533;1.008256722;9.994E-05;0.0616
Enseignement Recherche;R&D sciences physiques et naturelles;Chaudière condensation fioul;Fioul;12.66382749;20;61.5183014;0.759604797;9.994E-05;0.074414716
Enseignement Recherche;R&D sciences physiques et naturelles;Chaudière condensation gaz;Gaz;10.32802487;20;80.90857722;0.985838356;9.994E-05;0.0513
Commerce;Grand alimentaire;Chaudière fioul;Fioul;14.84774691;20;86.06037263;0.663769796;0.050684782;0.074414716
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Chaudière fioul;Fioul;10.64195674;20;70.44710642;0.537119373;0.040674784;0.074414716
Commerce;Petit commerce de gros;Chaudière fioul;Fioul;11.78874556;20;82.73587781;0.6713266;0.051059208;0.074414716
Enseignement Recherche;R&D sciences physiques et naturelles;Electrique direct performant;Electricité;12;13;91.83756544;1;9.994E-05;0.0774
Enseignement Recherche;Lycée professionnel (LP);Chaudière fioul;Fioul;7.633178198;20;73.21766742;0.732812339;0.051167603;0.074414716
Enseignement Recherche;R&D sciences physiques et naturelles;PAC performant;Electricité;52.17659372;20;70.04374904;3.255810698;9.994E-05;0.0774
Commerce;Petit boulangerie;Electrique direct;Electricité;10;13;125.4042909;0.9;0.259211549;0.0774
Commerce;Petit poissonnerie;Chaudière fioul;Fioul;30.82737574;20;127.4466137;0.654348647;0.052117541;0.074414716
Enseignement Recherche;université;Autre système centralisé performant;Autres;24.29576272;25;74.58554529;0.93260062;9.994E-05;0.015468227
Enseignement Recherche;université;Autre système centralisé performant;Urbain;22.4154698;25;76.43896991;0.905985461;9.994E-05;0.0616
Enseignement Recherche;université;Chaudière condensation fioul;Fioul;6.863262542;20;71.77212632;0.766210596;9.994E-05;0.074414716
Enseignement Recherche;université;Chaudière condensation gaz;Gaz;5.376970292;20;72.85965007;0.992608556;9.994E-05;0.0513
Café Hôtel Restaurant;Petit restaurant traditionnel;Autre système centralisé;Urbain;73.78;25;109.0791277;0.684807125;0.208857793;0.0616
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Chaudière fioul;Fioul;9.987506066;20;66.66647413;0.544916427;0.041788992;0.074414716
Commerce;Petit poissonnerie;Electrique direct;Electricité;10;13;120.2216309;0.9;0.2625244;0.0774
Enseignement Recherche;université;Electrique direct performant;Electricité;12;13;54.31709199;1;9.994E-05;0.0774
Santé Action Sociale;Hopital pavillonnaire;Chaudière fioul;Fioul;3.638312149;20;171.808815;0.597235057;0.052658217;0.074414716
Enseignement Recherche;université;PAC performant;Electricité;79.76908616;20;100.3895001;3.246785581;9.994E-05;0.0774
Commerce;Petit boulangerie;Chaudière fioul;Fioul;33.22296877;20;133.0528565;0.65478686;0.052660091;0.074414716
Enseignement Recherche;R&D sciences physiques et naturelles;Electrique direct;Electricité;10;13;91.83756544;0.9;0.230291503;0.0774
Habitat Communautaire;Foyers;Autre système centralisé performant;Autres;20.25838109;25;98.20311781;1.835876637;9.994E-05;0.015468227
Habitat Communautaire;Foyers;Autre système centralisé performant;Urbain;20.94042017;25;109.2229148;2.008027332;9.994E-05;0.0616
Habitat Communautaire;Foyers;Chaudière condensation fioul;Fioul;11.86308031;20;100.7114091;0.75331167;9.994E-05;0.074414716
Habitat Communautaire;Foyers;Chaudière condensation gaz;Gaz;8.86414755;20;104.8689121;0.982019517;9.994E-05;0.0513
Café Hôtel Restaurant;Grand restaurant rapide;Electrique direct;Electricité;10;13;145.2758073;0.9;0.251717369;0.0774
Santé Action Sociale;Centre accueil;Chaudière fioul;Fioul;9.553037086;20;92.93767523;0.593994728;0.053916647;0.074414716
Commerce;Petit process;Electrique direct;Electricité;10;13;109.809274;0.9;0.28514026;0.0774
Habitat Communautaire;Foyers;Electrique direct performant;Electricité;12;13;97.82475324;1;9.994E-05;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Chaudière fioul;Fioul;10.51690493;20;101.4015903;0.527817078;0.043500762;0.074414716
Habitat Communautaire;Foyers;PAC performant;Electricité;55.52020905;20;102.4536283;3.397956279;9.994E-05;0.0774
Café Hôtel Restaurant;Grand restaurant traditionnel;Electrique direct;Electricité;10;13;92.52079242;0.9;0.256329305;0.0774
Café Hôtel Restaurant;Petit restaurant rapide;Electrique direct;Electricité;10;13;107.2738074;0.9;0.246622306;0.0774
Habitat Communautaire;Maison de pré-retraite;Autre système centralisé performant;Autres;20.6544197;25;86.97372491;1.883284053;9.994E-05;0.015468227
Habitat Communautaire;Maison de pré-retraite;Autre système centralisé performant;Urbain;19.79596971;25;107.9612959;2.05408376;9.994E-05;0.0616
Habitat Communautaire;Maison de pré-retraite;Chaudière condensation fioul;Fioul;12.68618934;20;95.8450232;0.70899045;9.994E-05;0.074414716
Habitat Communautaire;Maison de pré-retraite;Chaudière condensation gaz;Gaz;9.046183986;20;97.60492409;0.909550247;9.994E-05;0.0513
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Electrique direct;Electricité;10;13;105.2512625;0.9;0.244300032;0.0774
Sport Loisir Culture;Immeuble péri urbain;DRV;Electricité;12.67330203;17;127.7357053;2.276943946;0.276041085;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Electrique direct;Electricité;10;13;93.08145077;0.9;0.271113193;0.0774
Habitat Communautaire;Maison de pré-retraite;Electrique direct performant;Electricité;12;13;90.35449164;1;9.994E-05;0.0774
Commerce;Petit brico;Electrique direct;Electricité;10;13;83.32914275;0.9;0.292975226;0.0774
Habitat Communautaire;Maison de pré-retraite;PAC performant;Electricité;58.09051307;20;92.86089417;2.668658392;9.994E-05;0.0774
Sport Loisir Culture;Immeuble péri urbain;Chaudière fioul;Fioul;9.630360044;20;135.6153913;0.509001759;0.055671419;0.074414716
Sport Loisir Culture;Immeuble péri urbain;Chaudière gaz;Gaz;6.773352871;20;117.1284735;0.672328875;0.278384846;0.0513
Habitat Communautaire;Maison retraite médicalisée;Autre système centralisé performant;Autres;18.66232962;25;80.2693904;1.83922032;9.994E-05;0.015468227
Habitat Communautaire;Maison retraite médicalisée;Autre système centralisé performant;Urbain;17.49778095;25;91.95242209;1.983643092;9.994E-05;0.0616
Habitat Communautaire;Maison retraite médicalisée;Chaudière condensation fioul;Fioul;8.322621447;20;88.14047505;0.704042145;9.994E-05;0.074414716
Habitat Communautaire;Maison retraite médicalisée;Chaudière condensation gaz;Gaz;6.002423737;20;86.54493563;0.898122668;9.994E-05;0.0513
Sport Loisir Culture;Grand bar café tabac;Electrique direct;Electricité;10;13;93.76280936;0.9;0.275286928;0.0774
Santé Action Sociale;Garderie;Chaudière fioul;Fioul;8.001604296;20;88.7035867;0.593443481;0.055724125;0.074414716
Café Hôtel Restaurant;Petit restaurant rapide;Chaudière gaz;Gaz;80.3104;20;132.7414795;0.593795146;0.25082377;0.0513
Habitat Communautaire;Maison retraite médicalisée;Electrique direct performant;Electricité;12;13;85.30685793;1;9.994E-05;0.0774
Sport Loisir Culture;Petite salle multisport;Tube radiant;Gaz;10;25;227.0185547;0.8;0.243333273;0.0513
Habitat Communautaire;Maison retraite médicalisée;PAC performant;Electricité;53.7619562;20;90.86124669;2.536578557;9.994E-05;0.0774
Sport Loisir Culture;Grand cinéma;Chaudière fioul;Fioul;11.43557067;20;55.49597076;0.681529751;0.03764104;0.074414716
Commerce;Hypermarché;Chaudière fioul;Fioul;8.678969199;20;113.0967669;0.6713266;0.056582757;0.074414716
Habitat Communautaire;Résidence universitaire;Autre système centralisé performant;Autres;18.08401428;25;91.2666177;1.81918681;9.994E-05;0.015468227
Habitat Communautaire;Résidence universitaire;Autre système centralisé performant;Urbain;15.98985586;25;84.38634594;1.960118782;9.994E-05;0.0616
Habitat Communautaire;Résidence universitaire;Chaudière condensation fioul;Fioul;7.291512052;20;78.33211725;0.75642283;9.994E-05;0.074414716
Habitat Communautaire;Résidence universitaire;Chaudière condensation gaz;Gaz;5.526602078;20;79.85987813;0.985134313;9.994E-05;0.0513
Commerce;Grand commerce de gros;Chaudière fioul;Fioul;8.040761725;20;83.82581539;0.6713266;0.056642238;0.074414716
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Chaudière gaz;Gaz;21.66835707;20;199.7506386;0.603118029;0.256551152;0.0513
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Electrique direct;Electricité;10;13;149.7998112;0.9;0.282548298;0.0774
Habitat Communautaire;Résidence universitaire;Electrique direct performant;Electricité;12;13;80.09658519;1;9.994E-05;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Electrique direct;Electricité;10;13;60.95631378;0.9;0.26933018;0.0774
Habitat Communautaire;Résidence universitaire;PAC performant;Electricité;48.13684465;20;82.94393767;3.397956279;9.994E-05;0.0774
Café Hôtel Restaurant;Petit restaurant traditionnel;Electrique direct;Electricité;10;13;107.2100363;0.9;0.271222874;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Chaudière fioul;Fioul;18.04384554;20;133.4210496;0.52309827;0.047207591;0.074414716
Habitat Communautaire;Résidentiel;Autre système centralisé performant;Autres;31.0002628;25;87.78349655;1.900236086;9.994E-05;0.015468227
Habitat Communautaire;Résidentiel;Autre système centralisé performant;Urbain;30.99073415;25;91.84296586;1.970155108;9.994E-05;0.0616
Habitat Communautaire;Résidentiel;Chaudière condensation fioul;Fioul;33.46266667;20;88.1852053;0.751417743;9.994E-05;0.074414716
Habitat Communautaire;Résidentiel;Chaudière condensation gaz;Gaz;33.46266667;20;88.81891495;0.980154422;9.994E-05;0.0513
Santé Action Sociale;Hopital maison;Chaudière fioul;Fioul;2.889285672;20;115.7765163;0.596465634;0.059194852;0.074414716
Sport Loisir Culture;Musée;Autre système centralisé;Urbain;31.74221105;25;91.97528283;2.383207289;0.236772807;0.0616
Enseignement Recherche;Cantine élémentaire;Autre système centralisé;Urbain;46.46793694;25;289.7330699;0.904352629;0.237004319;0.0616
Habitat Communautaire;Résidentiel;Electrique direct performant;Electricité;12;13;87.67640216;1;9.994E-05;0.0774
Habitat Communautaire;Maison de pré-retraite;Chaudière fioul;Fioul;10.14895147;20;95.8450232;0.585982552;0.059386545;0.074414716
Habitat Communautaire;Résidentiel;PAC performant;Electricité;52.95381575;20;88.7599324;3.397956279;9.994E-05;0.0774
Commerce;Petit mode;Chaudière fioul;Fioul;24.71089231;20;84.33495441;0.651787465;0.059401223;0.074414716
Sport Loisir Culture;Salle non spécialisée;Chaudière gaz;Gaz;23.85337631;20;97.79201288;0.62825222;0.259813324;0.0513
Santé Action Sociale;Cabinet médical;Autre système centralisé performant;Autres;13.60880772;25;79.20364663;0.876113209;9.994E-05;0.015468227
Santé Action Sociale;Cabinet médical;Autre système centralisé performant;Urbain;14.99952344;25;79.52850311;0.865628003;9.994E-05;0.0616
Santé Action Sociale;Cabinet médical;Chaudière condensation fioul;Fioul;8.028246133;20;71.83230301;0.764099764;9.994E-05;0.074414716
Santé Action Sociale;Cabinet médical;Chaudière condensation gaz;Gaz;5.974702838;20;70.71834492;0.98996504;9.994E-05;0.0513
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Electrique direct;Electricité;10;13;113.2011997;0.9;0.243293579;0.0774
Commerce;Petit librairie;Chaudière fioul;Fioul;24.71089231;20;85.19740748;0.651799779;0.06038128;0.074414716
Habitat Communautaire;Résidence universitaire;Chaudière fioul;Fioul;5.833209642;20;78.33211725;0.595090487;0.06076779;0.074414716
Santé Action Sociale;Cabinet médical;Electrique direct performant;Electricité;12;13;69.22774144;1;9.994E-05;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Chaudière fioul;Fioul;28.46515402;20;181.9506864;0.516455072;0.048616395;0.074414716
Santé Action Sociale;Cabinet médical;PAC performant;Electricité;34.17197491;20;71.74007621;3.397956279;9.994E-05;0.0774
Santé Action Sociale;Hopital bloc;Chaudière fioul;Fioul;2.281512497;20;123.1519575;0.596593723;0.060794798;0.074414716
Bureaux Administration;plateau large bureaux cloisonnés;PAC;Electricité;46.51559038;20;94.54365804;2.831630233;0.278617657;0.0774
Santé Action Sociale;Centre accueil;Autre système centralisé performant;Autres;19.16598291;25;94.73295988;0.868052906;9.994E-05;0.015468227
Santé Action Sociale;Centre accueil;Autre système centralisé performant;Urbain;20.18637625;25;99.643201;0.856786362;9.994E-05;0.0616
Santé Action Sociale;Centre accueil;Chaudière condensation fioul;Fioul;11.94129636;20;92.93767523;0.761213749;9.994E-05;0.074414716
Santé Action Sociale;Centre accueil;Chaudière condensation gaz;Gaz;8.47459303;20;92.56418933;0.987107086;9.994E-05;0.0513
Bureaux Administration;immeuble peri urbain;Electrique direct;Electricité;10;13;150.0533578;0.9;0.279490134;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière fioul;Fioul;11.80076681;20;74.87636767;0.51816735;0.048849082;0.074414716
Enseignement Recherche;Collège;Chaudière fioul;Fioul;7.525778657;20;67.25869023;0.732812339;0.061876117;0.074414716
Santé Action Sociale;Centre accueil;Electrique direct performant;Electricité;12;13;84.5692177;1;9.994E-05;0.0774
Bureaux Administration;immeuble rénové;Electrique direct;Electricité;10;13;114.9262151;0.9;0.281710788;0.0774
Santé Action Sociale;Centre accueil;PAC performant;Electricité;52.18505817;20;91.01388358;3.397956279;9.994E-05;0.0774
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Electrique direct;Electricité;10;13;135.4433372;0.9;0.274790615;0.0774
Sport Loisir Culture;Salle non spécialisée;Tube radiant;Gaz;10;25;118.0017109;0.8;0.270882595;0.0513
Santé Action Sociale;Garderie;Autre système centralisé performant;Autres;16.09601008;25;95.65863979;0.87094585;9.994E-05;0.015468227
Santé Action Sociale;Garderie;Autre système centralisé performant;Urbain;16.23234383;25;91.58374649;0.882276702;9.994E-05;0.0616
Santé Action Sociale;Garderie;Chaudière condensation fioul;Fioul;10.00200537;20;88.7035867;0.760956568;9.994E-05;0.074414716
Santé Action Sociale;Garderie;Chaudière condensation gaz;Gaz;7.174311054;20;88.13130976;0.986854796;9.994E-05;0.0513
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Chaudière fioul;Fioul;30.48325542;20;197.1354542;0.514991451;0.049889548;0.074414716
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Chaudière gaz;Gaz;10.69027384;20;114.7696798;0.61530598;0.301362452;0.0513
Habitat Communautaire;Résidentiel;Chaudière fioul;Fioul;26.77013333;20;88.1852053;0.58146532;0.063000487;0.074414716
Santé Action Sociale;Garderie;Electrique direct performant;Electricité;12;13;81.028829;1;9.994E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Chaudière fioul;Fioul;14.51919857;20;113.3289058;0.527579063;0.050549323;0.074414716
Santé Action Sociale;Garderie;PAC performant;Electricité;42.07539757;20;88.45952898;3.397956279;9.994E-05;0.0774
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Electrique direct;Electricité;10;13;118.6830583;0.9;0.288272046;0.0774
Enseignement Recherche;R&D sciences physiques et naturelles;Autre système centralisé;Urbain;16.93904425;25;93.07964533;0.840213935;0.254527575;0.0616
Santé Action Sociale;Hopital bloc;Autre système centralisé performant;Autres;13.60236911;25;125.6743306;0.910848349;9.994E-05;0.015468227
Santé Action Sociale;Hopital bloc;Autre système centralisé performant;Urbain;13.44188788;25;136.0684253;0.936211011;9.994E-05;0.0616
Santé Action Sociale;Hopital bloc;Chaudière condensation fioul;Fioul;2.851890622;20;123.1519575;0.744777473;9.994E-05;0.074414716
Santé Action Sociale;Hopital bloc;Chaudière condensation gaz;Gaz;2.055031348;20;121.3969198;0.954919;9.994E-05;0.0513
Sport Loisir Culture;Petite salle de spectacle;Chaudière gaz;Gaz;16.28095492;20;233.3796442;0.641470108;0.296248677;0.0513
Bureaux Administration;plateau large bureau paysagés;PAC;Electricité;42.62710204;20;72.36895338;2.831630233;0.292234273;0.0774
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Chaudière gaz;Gaz;7.936931324;20;78.16638102;0.649060634;0.295204162;0.0513
Santé Action Sociale;Hopital bloc;Electrique direct performant;Electricité;12;13;107.8303606;1;9.994E-05;0.0774
Commerce;Complexe brico;Chaudière fioul;Fioul;9.441084415;20;55.63503076;0.6713266;0.064845234;0.074414716
Santé Action Sociale;Hopital bloc;PAC performant;Electricité;38.30426284;20;121.9879316;2.973213543;9.994E-05;0.0774
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Electrique direct;Electricité;10;13;169.0880913;0.9;0.284020424;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Chaudière fioul;Fioul;13.77730347;20;79.54424802;0.52017675;0.051973372;0.074414716
Santé Action Sociale;Hopital maison;Autre système centralisé performant;Autres;16.48579484;25;115.6542678;0.864702783;9.994E-05;0.015468227
Santé Action Sociale;Hopital maison;Autre système centralisé performant;Urbain;16.16331289;25;123.9303494;0.877600409;9.994E-05;0.0616
Santé Action Sociale;Hopital maison;Chaudière condensation fioul;Fioul;3.61160709;20;115.7765163;0.743589258;9.994E-05;0.074414716
Santé Action Sociale;Hopital maison;Chaudière condensation gaz;Gaz;2.732925476;20;117.7484371;0.95361361;9.994E-05;0.0513
Café Hôtel Restaurant;Petit restaurant rapide;Autre système centralisé;Urbain;73.78;25;108.8436453;0.679152613;0.261774047;0.0616
Sport Loisir Culture;Grand bar café tabac;Chaudière fioul;Fioul;14.94384136;20;103.4201999;0.524528175;0.052428701;0.074414716
Commerce;Grand Mode;Chaudière fioul;Fioul;14.50480581;20;74.52227668;0.670002752;0.066632646;0.074414716
Santé Action Sociale;Hopital maison;Electrique direct performant;Electricité;12;13;111.5095122;1;9.994E-05;0.0774
Enseignement Recherche;Internat LP;Autre système centralisé;Urbain;15.18981431;25;125.9197758;0.869124338;0.266836208;0.0616
Santé Action Sociale;Hopital maison;PAC performant;Electricité;45.81962406;20;119.3938995;2.970643461;9.994E-05;0.0774
Commerce;Petit poissonnerie;Chaudière gaz;Gaz;24.71089231;20;143.8560897;0.742244797;0.319993253;0.0513
Bureaux Administration;plateau mince;PAC;Electricité;55.58701785;20;105.1961592;2.831630233;0.297605917;0.0774
Santé Action Sociale;Hopital pavillonnaire;Autre système centralisé performant;Autres;22.85490207;25;178.1425156;0.882460204;9.994E-05;0.015468227
Santé Action Sociale;Hopital pavillonnaire;Autre système centralisé performant;Urbain;22.80415658;25;173.7150879;0.89583506;9.994E-05;0.0616
Santé Action Sociale;Hopital pavillonnaire;Chaudière condensation fioul;Fioul;4.547890186;20;171.808815;0.746685683;9.994E-05;0.074414716
Santé Action Sociale;Hopital pavillonnaire;Chaudière condensation gaz;Gaz;3.518502557;20;174.5063771;0.958722249;9.994E-05;0.0513
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière gaz;Gaz;8.601282689;20;74.98391021;0.605900422;0.32022312;0.0513
Commerce;Petit process;Chaudière fioul;Fioul;24.71089231;20;111.5555006;0.652218457;0.068171947;0.074414716
Enseignement Recherche;Cantine préélémentaire;Chaudière fioul;Fioul;29.04805768;20;263.9161864;0.559301437;0.068220174;0.074414716
Santé Action Sociale;Hopital pavillonnaire;Electrique direct performant;Electricité;12;13;175.5440479;1;9.994E-05;0.0774
Sport Loisir Culture;Petit cinéma;Chaudière gaz;Gaz;16.59091718;20;219.6782114;0.640209262;0.321033755;0.0513
Santé Action Sociale;Hopital pavillonnaire;PAC performant;Electricité;60.47829663;20;175.6655334;3.011226162;9.994E-05;0.0774
Commerce;Petit boulangerie;Chaudière gaz;Gaz;24.75540871;20;146.5961653;0.742698247;0.328326905;0.0513
Commerce;ZAC Mode;Chaudière fioul;Fioul;16.89832875;20;102.96474;0.6713266;0.069086602;0.074414716
Sport Loisir Culture;Grand bar café tabac;Autre système centralisé performant;Autres;25.47087017;25;99.95088001;1.014318348;9.993E-05;0.015468227
Sport Loisir Culture;Grand bar café tabac;Autre système centralisé performant;Urbain;25.72302812;25;112.7090223;1.100261569;9.993E-05;0.0616
Sport Loisir Culture;Grand bar café tabac;Chaudière condensation fioul;Fioul;18.6798017;20;103.4201999;0.754143823;9.993E-05;0.074414716
Sport Loisir Culture;Grand bar café tabac;Chaudière condensation gaz;Gaz;13.30731502;20;104.7006386;0.981730013;9.993E-05;0.0513
Commerce;Grand brico;Chaudière fioul;Fioul;20.9951458;20;112.9546343;0.6713266;0.069806677;0.074414716
Sport Loisir Culture;Petite salle de spectacle;Chaudière fioul;Fioul;24.59008874;20;130.932736;0.679217655;0.039879362;0.074414716
Sport Loisir Culture;Grand cinéma;Chaudière gaz;Gaz;8.275506154;20;72.20674702;0.663776736;0.317634971;0.0513
Sport Loisir Culture;Grand bar café tabac;Electrique direct performant;Electricité;12;13;93.76280936;1;9.993E-05;0.0774
Enseignement Recherche;Internat college;Chaudière gaz;Gaz;4.56418045;20;89.68316842;0.84927826;0.321366519;0.0513
Sport Loisir Culture;Grand bar café tabac;PAC performant;Electricité;14.28249991;20;105.5145755;3.406336744;9.993E-05;0.0774
Café Hôtel Restaurant;Grande cantine;Chaudière fioul;Fioul;22.54249572;20;86.09980624;0.524199696;0.056529008;0.074414716
Sport Loisir Culture;Grand bar café tabac;Rooftop performant;Electricité;13.30574;17;100.1295657;3.336819668;9.993E-05;0.0774
Enseignement Recherche;Cantine LP;Autre système centralisé;Urbain;42.38647374;25;320.1682157;0.898396114;0.283409589;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Chaudière gaz;Gaz;10.76887852;20;129.2606243;0.620538584;0.317727123;0.0513
Sport Loisir Culture;Grand cinéma;Autre système centralisé performant;Autres;35.85906392;25;71.2116506;3.177057777;9.99201E-05;0.015468227
Sport Loisir Culture;Grand cinéma;Autre système centralisé performant;Urbain;31.45324428;25;74.38088994;2.664907011;9.99201E-05;0.0616
Enseignement Recherche;Cantine préélémentaire;Autre système centralisé;Urbain;46.94301199;25;291.8295336;0.91324411;0.284228775;0.0616
Sport Loisir Culture;Grand cinéma;Cassette rayonnante performant;Electricité;12;10;66.03033194;1;9.99201E-05;0.0774
Sport Loisir Culture;Grand cinéma;Chaudière condensation fioul;Fioul;14.29446334;20;55.49597076;0.757256696;9.99201E-05;0.074414716
Sport Loisir Culture;Grand cinéma;Chaudière condensation gaz;Gaz;10.34438269;20;72.20674702;0.981239302;9.99201E-05;0.0513
Commerce;Petit mode;Chaudière gaz;Gaz;24.71089231;20;93.11608369;0.739689476;0.345070467;0.0513
