BRANCHE;BAT_TYPE;USAGE;Etat de référence RT2000;2010-2015;2015-2020;2020-2030;2030-2040;2040-2050
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Froid_alimentaire;12.01;8.40;6.72;5.38;4.30;3.44
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Froid_alimentaire;12.01;8.40;6.72;5.38;4.30;3.44
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Froid_alimentaire;14.26;9.98;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Petit restaurant rapide;Froid_alimentaire;16.33;11.43;9.14;7.31;5.85;4.68
Café Hôtel Restaurant;Petit restaurant traditionnel;Froid_alimentaire;16.33;11.43;9.14;7.31;5.85;4.68
Café Hôtel Restaurant;Petite cantine;Froid_alimentaire;14.19;9.94;7.95;6.36;5.09;4.07
Commerce;Complexe brico;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Entrepôt;Froid_alimentaire;3.00;2.10;1.68;1.34;1.08;0.86
Commerce;Grand alimentaire;Froid_alimentaire;134.89;94.42;75.54;60.43;48.34;38.68
Commerce;Grand brico;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Grand commerce de gros;Froid_alimentaire;14.00;9.80;7.84;6.27;5.02;4.01
Commerce;Grand librairie;Froid_alimentaire;6.38;4.46;3.57;2.86;2.28;1.83
Commerce;Grand Mode;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Grand process;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Hypermarché;Froid_alimentaire;150.00;105.00;84.00;67.20;53.76;43.01
Commerce;Petit boulangerie;Froid_alimentaire;5.00;3.50;2.80;2.24;1.79;1.43
Commerce;Petit brico;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Petit commerce de gros;Froid_alimentaire;14.00;9.80;7.84;6.27;5.02;4.01
Commerce;Petit librairie;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Petit mode;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Petit poissonnerie;Froid_alimentaire;5.00;3.50;2.80;2.24;1.79;1.43
Commerce;Petit process;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Commerce;Superette;Froid_alimentaire;62.00;43.40;34.72;27.78;22.22;17.78
Commerce;Supermarché;Froid_alimentaire;150.00;105.00;84.00;67.20;53.76;43.01
Commerce;ZAC Mode;Froid_alimentaire;1.00;0.70;0.56;0.45;0.36;0.29
Enseignement Recherche;Cantine collége;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Cantine élémentaire;Froid_alimentaire;1.21;0.85;0.68;0.54;0.43;0.35
Enseignement Recherche;Cantine LEGT;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Cantine LP;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Cantine préélémentaire;Froid_alimentaire;1.21;0.85;0.68;0.54;0.43;0.35
Enseignement Recherche;Collège;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;école;Froid_alimentaire;1.95;1.37;1.09;0.87;0.70;0.56
Enseignement Recherche;Elémentaire;Froid_alimentaire;1.21;0.85;0.68;0.54;0.43;0.35
Enseignement Recherche;Internat college;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Internat LEGT;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Internat LP;Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Lycée professionnel (LP);Froid_alimentaire;1.29;0.90;0.72;0.58;0.46;0.37
Enseignement Recherche;Préélémentaire;Froid_alimentaire;1.21;0.85;0.68;0.54;0.43;0.35
Enseignement Recherche;R&D en sciences humaines et sociales;Froid_alimentaire;1.95;1.37;1.09;0.87;0.70;0.56
Enseignement Recherche;R&D sciences physiques et naturelles;Froid_alimentaire;1.95;1.37;1.09;0.87;0.70;0.56
Enseignement Recherche;université;Froid_alimentaire;1.95;1.37;1.09;0.87;0.70;0.56
Habitat Communautaire;Foyers;Froid_alimentaire;4.00;2.80;2.24;1.79;1.43;1.15
Habitat Communautaire;Maison de pré-retraite;Froid_alimentaire;4.00;2.80;2.24;1.79;1.43;1.15
Habitat Communautaire;Maison retraite médicalisée;Froid_alimentaire;4.00;2.80;2.24;1.79;1.43;1.15
Habitat Communautaire;Résidence universitaire;Froid_alimentaire;4.00;2.80;2.24;1.79;1.43;1.15
Habitat Communautaire;Résidentiel;Froid_alimentaire;4.00;2.80;2.24;1.79;1.43;1.15
Santé Action Sociale;Cabinet médical;Froid_alimentaire;8.00;5.60;4.48;3.58;2.87;2.29
Santé Action Sociale;Centre accueil;Froid_alimentaire;8.00;5.60;4.48;3.58;2.87;2.29
Santé Action Sociale;Garderie;Froid_alimentaire;8.00;5.60;4.48;3.58;2.87;2.29
Santé Action Sociale;Hopital bloc;Froid_alimentaire;8.00;5.60;4.48;3.58;2.87;2.29
Santé Action Sociale;Hopital maison;Froid_alimentaire;8.00;5.60;4.48;3.58;2.87;2.29
Santé Action Sociale;Hopital pavillonnaire;Froid_alimentaire;8.00;5.60;4.48;3.58;2.87;2.29
Sport Loisir Culture;Grand bar café tabac loisir;Froid_alimentaire;15.00;10.50;8.40;6.72;5.38;4.30
Sport Loisir Culture;Grand cinéma;Froid_alimentaire;0.86;0.60;0.48;0.39;0.31;0.25
Sport Loisir Culture;Grande salle de spectacle;Froid_alimentaire;6.19;4.33;3.46;2.77;2.22;1.77
Sport Loisir Culture;Grande salle multisport;Froid_alimentaire;0.99;0.69;0.55;0.44;0.35;0.28
Sport Loisir Culture;Immeuble péri urbain;Froid_alimentaire;10.00;7.00;5.60;4.48;3.58;2.87
Sport Loisir Culture;Musée;Froid_alimentaire;0.81;0.57;0.45;0.36;0.29;0.23
Transport;transport nr;Eclairage;64.00;44.80;26.88;21.50;17.20;13.76
Sport Loisir Culture;Patinoire;Froid_alimentaire;6.07;4.25;3.40;2.72;2.18;1.74
Sport Loisir Culture;Petit cinéma;Froid_alimentaire;0.81;0.57;0.46;0.36;0.29;0.23
Sport Loisir Culture;Petite salle de spectacle;Froid_alimentaire;0.89;0.62;0.50;0.40;0.32;0.26
Sport Loisir Culture;Petite salle multisport;Froid_alimentaire;1.34;0.94;0.75;0.60;0.48;0.38
Sport Loisir Culture;Piscine;Froid_alimentaire;0.96;0.67;0.54;0.43;0.34;0.28
Sport Loisir Culture;Salle non spécialisée;Froid_alimentaire;1.08;0.76;0.61;0.48;0.39;0.31
Sport Loisir Culture;Vestiaire et rangement;Froid_alimentaire;0.00;0.00;0.00;0.00;0.00;0.00
Transport;transport nr;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Bureaux Administration;immeuble peri urbain;Autre;25.03;25.03;25.03;20.02;16.02;12.81
Bureaux Administration;immeuble rénové;Autre;25.03;25.03;25.03;20.02;16.02;12.81
Bureaux Administration;immeuble résidentiel;Autre;25.03;25.03;25.03;20.02;16.02;12.81
Bureaux Administration;plateau large bureau paysagés;Autre;25.03;25.03;25.03;20.02;16.02;12.81
Bureaux Administration;plateau large bureaux cloisonnés;Autre;25.03;25.03;25.03;20.02;16.02;12.81
Bureaux Administration;plateau mince;Autre;25.03;25.03;25.03;20.02;16.02;12.81
Café Hôtel Restaurant;Grand bar café tabac;Autre;7.12;7.12;7.12;5.70;4.56;3.65
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre;7.39;7.39;7.39;5.92;4.73;3.79
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Autre;6.16;6.16;6.16;4.93;3.94;3.16
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Autre;6.30;6.30;6.30;5.04;4.04;3.23
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Autre;7.15;7.15;7.15;5.72;4.58;3.66
Café Hôtel Restaurant;Grand restaurant rapide;Autre;8.19;8.19;8.19;6.55;5.24;4.19
Café Hôtel Restaurant;Grand restaurant traditionnel;Autre;8.19;8.19;8.19;6.55;5.24;4.19
Café Hôtel Restaurant;Grande cantine;Autre;7.12;7.12;7.12;5.70;4.56;3.65
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Autre;7.15;7.15;7.15;5.72;4.58;3.66
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre;7.39;7.39;7.39;5.92;4.73;3.79
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Autre;7.15;7.15;7.15;5.72;4.58;3.66
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Autre;7.15;7.15;7.15;5.72;4.58;3.66
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Autre;6.02;6.02;6.02;4.82;3.85;3.08
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Autre;6.02;6.02;6.02;4.82;3.85;3.08
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre;6.45;6.45;6.45;5.16;4.13;3.30
Café Hôtel Restaurant;Petit bar café tabac;Autre;7.12;7.12;7.12;5.70;4.56;3.65
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre;7.47;7.47;7.47;5.98;4.78;3.83
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Autre;6.02;6.02;6.02;4.82;3.85;3.08
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Autre;6.02;6.02;6.02;4.82;3.85;3.08
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Autre;7.15;7.15;7.15;5.72;4.58;3.66
Café Hôtel Restaurant;Petit restaurant rapide;Autre;8.19;8.19;8.19;6.55;5.24;4.19
Café Hôtel Restaurant;Petit restaurant traditionnel;Autre;8.19;8.19;8.19;6.55;5.24;4.19
Café Hôtel Restaurant;Petite cantine;Autre;7.12;7.12;7.12;5.70;4.56;3.65
Commerce;Complexe brico;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Entrepôt;Autre;0.61;0.61;0.61;0.49;0.39;0.31
Commerce;Grand alimentaire;Autre;11.76;11.76;11.76;9.41;7.53;6.02
Commerce;Grand brico;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Grand commerce de gros;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Grand librairie;Autre;42.45;42.45;42.45;33.96;27.17;21.74
Commerce;Grand Mode;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Grand process;Autre;166.56;166.56;166.56;133.25;106.60;85.28
Commerce;Hypermarché;Autre;10.29;10.29;10.29;8.23;6.59;5.27
Commerce;Petit boulangerie;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Petit brico;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Petit commerce de gros;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Petit librairie;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Petit mode;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Petit poissonnerie;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Petit process;Autre;166.56;166.56;166.56;133.25;106.60;85.28
Commerce;Superette;Autre;10.29;10.29;10.29;8.23;6.59;5.27
Commerce;Supermarché;Autre;10.29;10.29;10.29;8.23;6.59;5.27
Commerce;ZAC Mode;Autre;0.00;0.00;0.00;0.00;0.00;0.00
Enseignement Recherche;Cantine collége;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Cantine élémentaire;Autre;4.14;4.14;4.14;3.31;2.65;2.12
Enseignement Recherche;Cantine LEGT;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Cantine LP;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Cantine préélémentaire;Autre;4.14;4.14;4.14;3.31;2.65;2.12
Enseignement Recherche;Collège;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;école;Autre;6.70;6.70;6.70;5.36;4.29;3.43
Enseignement Recherche;Elémentaire;Autre;4.14;4.14;4.14;3.31;2.65;2.12
Enseignement Recherche;Internat college;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Internat LEGT;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Internat LP;Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Lycée professionnel (LP);Autre;4.41;4.41;4.41;3.53;2.82;2.26
Enseignement Recherche;Préélémentaire;Autre;4.14;4.14;4.14;3.31;2.65;2.12
Enseignement Recherche;R&D en sciences humaines et sociales;Autre;6.70;6.70;6.70;5.36;4.29;3.43
Enseignement Recherche;R&D sciences physiques et naturelles;Autre;6.70;6.70;6.70;5.36;4.29;3.43
Enseignement Recherche;université;Autre;6.70;6.70;6.70;5.36;4.29;3.43
Habitat Communautaire;Foyers;Autre;9.42;9.42;9.42;7.54;6.03;4.82
Habitat Communautaire;Maison de pré-retraite;Autre;9.42;9.42;9.42;7.54;6.03;4.82
Habitat Communautaire;Maison retraite médicalisée;Autre;9.42;9.42;9.42;7.54;6.03;4.82
Habitat Communautaire;Résidence universitaire;Autre;9.42;9.42;9.42;7.54;6.03;4.82
Habitat Communautaire;Résidentiel;Autre;9.42;9.42;9.42;7.54;6.03;4.82
Santé Action Sociale;Cabinet médical;Autre;16.05;16.05;16.05;12.84;10.27;8.22
Santé Action Sociale;Centre accueil;Autre;16.05;16.05;16.05;12.84;10.27;8.22
Santé Action Sociale;Garderie;Autre;16.05;16.05;16.05;12.84;10.27;8.22
Santé Action Sociale;Hopital bloc;Autre;16.05;16.05;16.05;12.84;10.27;8.22
Santé Action Sociale;Hopital maison;Autre;16.05;16.05;16.05;12.84;10.27;8.22
Santé Action Sociale;Hopital pavillonnaire;Autre;16.05;16.05;16.05;12.84;10.27;8.22
Sport Loisir Culture;Grand bar café tabac loisir;Autre;1.00;1.00;1.00;0.80;0.64;0.51
Sport Loisir Culture;Grand cinéma;Autre;0.86;0.86;0.86;0.69;0.55;0.44
Sport Loisir Culture;Grande salle de spectacle;Autre;6.19;6.19;6.19;4.95;3.96;3.17
Sport Loisir Culture;Grande salle multisport;Autre;0.99;0.99;0.99;0.79;0.63;0.51
Sport Loisir Culture;Immeuble péri urbain;Autre;1.00;1.00;1.00;0.80;0.64;0.51
Sport Loisir Culture;Musée;Autre;0.81;0.81;0.81;0.65;0.52;0.42
Transport;transport nr;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Patinoire;Autre;6.07;6.07;6.07;4.86;3.88;3.11
Sport Loisir Culture;Petit cinéma;Autre;0.81;0.81;0.81;0.65;0.52;0.42
Sport Loisir Culture;Petite salle de spectacle;Autre;0.89;0.89;0.89;0.71;0.57;0.46
Sport Loisir Culture;Petite salle multisport;Autre;1.34;1.34;1.34;1.07;0.86;0.69
Sport Loisir Culture;Piscine;Autre;0.96;0.96;0.96;0.77;0.62;0.49
Sport Loisir Culture;Salle non spécialisée;Autre;1.08;1.08;1.08;0.87;0.69;0.55
Sport Loisir Culture;Vestiaire et rangement;Autre;1.09;1.09;1.09;0.87;0.70;0.56
Transport;transport nr;Froid_alimentaire;10.00;7.00;5.60;4.48;3.58;2.87
Bureaux Administration;immeuble peri urbain;Cuisson;4.29;4.29;4.29;3.43;2.75;2.20
Bureaux Administration;immeuble rénové;Cuisson;4.29;4.29;4.29;3.43;2.75;2.20
Bureaux Administration;immeuble résidentiel;Cuisson;4.29;4.29;4.29;3.43;2.75;2.20
Bureaux Administration;plateau large bureau paysagés;Cuisson;4.29;4.29;4.29;3.43;2.75;2.20
Bureaux Administration;plateau large bureaux cloisonnés;Cuisson;4.29;4.29;4.29;3.43;2.75;2.20
Bureaux Administration;plateau mince;Cuisson;4.29;4.29;4.29;3.43;2.75;2.20
Café Hôtel Restaurant;Grand bar café tabac;Cuisson;85.23;85.23;85.23;68.19;54.55;43.64
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Cuisson;76.16;76.16;76.16;60.93;48.74;38.99
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Cuisson;22.34;22.34;22.34;17.87;14.30;11.44
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Cuisson;30.00;30.00;30.00;24.00;19.20;15.36
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Cuisson;75.97;75.97;75.97;60.78;48.62;38.90
Café Hôtel Restaurant;Grand restaurant rapide;Cuisson;161.87;161.87;161.87;129.50;103.60;82.88
Café Hôtel Restaurant;Grand restaurant traditionnel;Cuisson;161.87;161.87;161.87;129.50;103.60;82.88
Café Hôtel Restaurant;Grande cantine;Cuisson;85.23;85.23;85.23;68.19;54.55;43.64
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Cuisson;75.97;75.97;75.97;60.78;48.62;38.90
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Cuisson;76.16;76.16;76.16;60.93;48.74;38.99
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Cuisson;75.97;75.97;75.97;60.78;48.62;38.90
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Cuisson;75.97;75.97;75.97;60.78;48.62;38.90
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Cuisson;14.68;14.68;14.68;11.74;9.39;7.52
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Cuisson;14.68;14.68;14.68;11.74;9.39;7.52
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Cuisson;37.66;37.66;37.66;30.13;24.10;19.28
Café Hôtel Restaurant;Petit bar café tabac;Cuisson;85.23;85.23;85.23;68.19;54.55;43.64
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Cuisson;76.22;76.22;76.22;60.98;48.78;39.03
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Cuisson;14.68;14.68;14.68;11.74;9.39;7.52
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Cuisson;14.68;14.68;14.68;11.74;9.39;7.52
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Cuisson;75.97;75.97;75.97;60.78;48.62;38.90
Café Hôtel Restaurant;Petit restaurant rapide;Cuisson;161.87;161.87;161.87;129.50;103.60;82.88
Café Hôtel Restaurant;Petit restaurant traditionnel;Cuisson;161.87;161.87;161.87;129.50;103.60;82.88
Café Hôtel Restaurant;Petite cantine;Cuisson;85.23;85.23;85.23;68.19;54.55;43.64
Commerce;Complexe brico;Cuisson;1.29;1.29;1.29;1.03;0.83;0.66
Commerce;Entrepôt;Cuisson;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Grand alimentaire;Cuisson;9.24;9.24;9.24;7.40;5.92;4.73
Commerce;Grand brico;Cuisson;1.29;1.29;1.29;1.03;0.83;0.66
Commerce;Grand commerce de gros;Cuisson;2.36;2.36;2.36;1.89;1.51;1.21
Commerce;Grand librairie;Cuisson;6.11;6.11;6.11;4.89;3.91;3.13
Commerce;Grand Mode;Cuisson;1.29;1.29;1.29;1.03;0.83;0.66
Commerce;Grand process;Cuisson;20.20;20.20;20.20;16.16;12.93;10.34
Commerce;Hypermarché;Cuisson;9.68;9.68;9.68;7.74;6.20;4.96
Commerce;Petit boulangerie;Cuisson;9.20;9.20;9.20;7.36;5.89;4.71
Commerce;Petit brico;Cuisson;1.29;1.29;1.29;1.03;0.83;0.66
Commerce;Petit commerce de gros;Cuisson;2.36;2.36;2.36;1.89;1.51;1.21
Commerce;Petit librairie;Cuisson;1.99;1.99;1.99;1.59;1.28;1.02
Commerce;Petit mode;Cuisson;1.29;1.29;1.29;1.03;0.83;0.66
Commerce;Petit poissonnerie;Cuisson;9.20;9.20;9.20;7.36;5.89;4.71
Commerce;Petit process;Cuisson;20.20;20.20;20.20;16.16;12.93;10.34
Commerce;Superette;Cuisson;9.68;9.68;9.68;7.74;6.20;4.96
Commerce;Supermarché;Cuisson;9.68;9.68;9.68;7.74;6.20;4.96
Commerce;ZAC Mode;Cuisson;1.29;1.29;1.29;1.03;0.83;0.66
Enseignement Recherche;Cantine collége;Cuisson;328.40;328.40;328.40;262.72;210.18;168.14
Enseignement Recherche;Cantine élémentaire;Cuisson;131.51;131.51;131.51;105.21;84.16;67.33
Enseignement Recherche;Cantine LEGT;Cuisson;328.40;328.40;328.40;262.72;210.18;168.14
Enseignement Recherche;Cantine LP;Cuisson;328.40;328.40;328.40;262.72;210.18;168.14
Enseignement Recherche;Cantine préélémentaire;Cuisson;131.51;131.51;131.51;105.21;84.16;67.33
Enseignement Recherche;Collège;Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;école;Cuisson;14.66;14.66;14.66;11.73;9.38;7.51
Enseignement Recherche;Elémentaire;Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;Internat college;Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;Internat LEGT;Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;Internat LP;Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;Lycée professionnel (LP);Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;Préélémentaire;Cuisson;145.21;145.21;145.21;116.17;92.93;74.35
Enseignement Recherche;R&D en sciences humaines et sociales;Cuisson;14.66;14.66;14.66;11.73;9.38;7.51
Enseignement Recherche;R&D sciences physiques et naturelles;Cuisson;14.66;14.66;14.66;11.73;9.38;7.51
Enseignement Recherche;université;Cuisson;14.66;14.66;14.66;11.73;9.38;7.51
Habitat Communautaire;Foyers;Cuisson;24.65;24.65;24.65;19.72;15.78;12.62
Habitat Communautaire;Maison de pré-retraite;Cuisson;24.65;24.65;24.65;19.72;15.78;12.62
Habitat Communautaire;Maison retraite médicalisée;Cuisson;24.65;24.65;24.65;19.72;15.78;12.62
Habitat Communautaire;Résidence universitaire;Cuisson;24.65;24.65;24.65;19.72;15.78;12.62
Habitat Communautaire;Résidentiel;Cuisson;24.65;24.65;24.65;19.72;15.78;12.62
Santé Action Sociale;Cabinet médical;Cuisson;12.15;12.15;12.15;9.72;7.78;6.22
Santé Action Sociale;Centre accueil;Cuisson;12.15;12.15;12.15;9.72;7.78;6.22
Santé Action Sociale;Garderie;Cuisson;12.15;12.15;12.15;9.72;7.78;6.22
Santé Action Sociale;Hopital bloc;Cuisson;12.15;12.15;12.15;9.72;7.78;6.22
Santé Action Sociale;Hopital maison;Cuisson;12.15;12.15;12.15;9.72;7.78;6.22
Santé Action Sociale;Hopital pavillonnaire;Cuisson;12.15;12.15;12.15;9.72;7.78;6.22
Sport Loisir Culture;Grand bar café tabac loisir;Cuisson;80.25;80.25;80.25;64.20;51.36;41.09
Sport Loisir Culture;Grand cinéma;Cuisson;7.63;7.63;7.63;6.11;4.88;3.91
Sport Loisir Culture;Grande salle de spectacle;Cuisson;12.71;12.71;12.71;10.17;8.13;6.51
Sport Loisir Culture;Grande salle multisport;Cuisson;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Immeuble péri urbain;Cuisson;5.26;5.26;5.26;4.21;3.37;2.69
Sport Loisir Culture;Musée;Cuisson;7.16;7.16;7.16;5.73;4.58;3.67
Transport;transport nr;Autre;56.37;56.37;56.37;45.09;36.08;28.86
Sport Loisir Culture;Patinoire;Cuisson;5.35;5.35;5.35;4.28;3.43;2.74
Sport Loisir Culture;Petit cinéma;Cuisson;7.19;7.19;7.19;5.75;4.60;3.68
Sport Loisir Culture;Petite salle de spectacle;Cuisson;7.86;7.86;7.86;6.29;5.03;4.02
Sport Loisir Culture;Petite salle multisport;Cuisson;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Piscine;Cuisson;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Salle non spécialisée;Cuisson;9.55;9.55;9.55;7.64;6.11;4.89
Sport Loisir Culture;Vestiaire et rangement;Cuisson;0.00;0.00;0.00;0.00;0.00;0.00
Transport;transport nr;Cuisson;8.36;8.36;8.36;6.69;5.35;4.28
