BRANCHE;BAT_TYPE;USAGE;Etat de référence RT2000;2010-2015;2015-2020;2020-2030;2030-2040;2040-2050
Commerce;Grand brico;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Grand commerce de gros;Froid_alimentaire;14;9.8;7.84;7.84;7.84;7.84
Commerce;Grand librairie;Froid_alimentaire;6.38;4.46;3.57;3.57;3.57;3.57
Commerce;Grand Mode;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Grand process;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Hypermarché;Froid_alimentaire;150;105;84;84;84;84
Commerce;Petit boulangerie;Froid_alimentaire;5;3.5;2.8;2.8;2.8;2.8
Commerce;Petit brico;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Petit commerce de gros;Froid_alimentaire;14;9.8;7.84;7.84;7.84;7.84
Commerce;Petit librairie;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Petit mode;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Petit poissonnerie;Froid_alimentaire;5;3.5;2.8;2.8;2.8;2.8
Commerce;Petit process;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Commerce;Superette;Froid_alimentaire;62;43.4;34.72;34.72;34.72;34.72
Commerce;Supermarché;Froid_alimentaire;150;105;84;84;84;84
Commerce;ZAC Mode;Froid_alimentaire;1;0.7;0.56;0.56;0.56;0.56
Enseignement Recherche;Cantine collége;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Cantine élémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;Cantine LEGT;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Cantine LP;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Cantine préélémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;Collège;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;école;Froid_alimentaire;1.95;1.37;1.09;1.09;1.09;1.09
Enseignement Recherche;Elémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;Internat college;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Internat LEGT;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Internat LP;Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Lycée professionnel (LP);Froid_alimentaire;1.29;0.9;0.72;0.72;0.72;0.72
Enseignement Recherche;Préélémentaire;Froid_alimentaire;1.21;0.85;0.68;0.68;0.68;0.68
Enseignement Recherche;R&D en sciences humaines et sociales;Froid_alimentaire;1.95;1.37;1.09;1.09;1.09;1.09
Enseignement Recherche;R&D sciences physiques et naturelles;Froid_alimentaire;1.95;1.37;1.09;1.09;1.09;1.09
Enseignement Recherche;université;Froid_alimentaire;1.95;1.37;1.09;1.09;1.09;1.09
Habitat Communautaire;Foyers;Froid_alimentaire;4;2.8;2.24;2.24;2.24;2.24
Habitat Communautaire;Maison de pré-retraite;Froid_alimentaire;4;2.8;2.24;2.24;2.24;2.24
Habitat Communautaire;Maison retraite médicalisée;Froid_alimentaire;4;2.8;2.24;2.24;2.24;2.24
Habitat Communautaire;Résidence universitaire;Froid_alimentaire;4;2.8;2.24;2.24;2.24;2.24
Habitat Communautaire;Résidentiel;Froid_alimentaire;4;2.8;2.24;2.24;2.24;2.24
Santé Action Sociale;Cabinet médical;Froid_alimentaire;8;5.6;4.48;4.48;4.48;4.48
Santé Action Sociale;Centre accueil;Froid_alimentaire;8;5.6;4.48;4.48;4.48;4.48
Santé Action Sociale;Garderie;Froid_alimentaire;8;5.6;4.48;4.48;4.48;4.48
Santé Action Sociale;Hopital bloc;Froid_alimentaire;8;5.6;4.48;4.48;4.48;4.48
Santé Action Sociale;Hopital maison;Froid_alimentaire;8;5.6;4.48;4.48;4.48;4.48
Santé Action Sociale;Hopital pavillonnaire;Froid_alimentaire;8;5.6;4.48;4.48;4.48;4.48
Sport Loisir Culture;Grand bar café tabac loisir;Froid_alimentaire;15;10.5;8.4;8.4;8.4;8.4
Sport Loisir Culture;Grand cinéma;Froid_alimentaire;0.86;0.6;0.48;0.48;0.48;0.48
Sport Loisir Culture;Grande salle de spectacle;Froid_alimentaire;6.19;4.33;3.46;3.46;3.46;3.46
Sport Loisir Culture;Grande salle multisport;Froid_alimentaire;0.99;0.69;0.55;0.55;0.55;0.55
Sport Loisir Culture;Immeuble péri urbain;Froid_alimentaire;10;7;5.6;5.6;5.6;5.6
Sport Loisir Culture;Musée;Froid_alimentaire;0.81;0.57;0.45;0.45;0.45;0.45
Transport;transport nr;Eclairage;64;44.8;26.88;26.88;26.88;26.88
Sport Loisir Culture;Patinoire;Froid_alimentaire;6.07;4.25;3.4;3.4;3.4;3.4
Sport Loisir Culture;Petit cinéma;Froid_alimentaire;0.81;0.57;0.46;0.46;0.46;0.46
Sport Loisir Culture;Petite salle de spectacle;Froid_alimentaire;0.89;0.62;0.5;0.5;0.5;0.5
Sport Loisir Culture;Petite salle multisport;Froid_alimentaire;1.34;0.94;0.75;0.75;0.75;0.75
Sport Loisir Culture;Piscine;Froid_alimentaire;0.96;0.67;0.54;0.54;0.54;0.54
Sport Loisir Culture;Salle non spécialisée;Froid_alimentaire;1.08;0.76;0.61;0.61;0.61;0.61
Sport Loisir Culture;Vestiaire et rangement;Froid_alimentaire;0;0;0;0;0;0
Transport;transport nr;Bureautique;1;1;1;1;1;1
Bureaux Administration;immeuble peri urbain;Autre;25.03;25.03;25.03;25.03;25.03;25.03
Bureaux Administration;immeuble rénové;Autre;25.03;25.03;25.03;25.03;25.03;25.03
Bureaux Administration;immeuble résidentiel;Autre;25.03;25.03;25.03;25.03;25.03;25.03
Bureaux Administration;plateau large bureau paysagés;Autre;25.03;25.03;25.03;25.03;25.03;25.03
Bureaux Administration;plateau large bureaux cloisonnés;Autre;25.03;25.03;25.03;25.03;25.03;25.03
Bureaux Administration;plateau mince;Autre;25.03;25.03;25.03;25.03;25.03;25.03
Café Hôtel Restaurant;Grand bar café tabac;Autre;7.12;7.12;7.12;7.12;7.12;7.12
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre;7.39;7.39;7.39;7.39;7.39;7.39
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Autre;6.16;6.16;6.16;6.16;6.16;6.16
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Autre;6.3;6.3;6.3;6.3;6.3;6.3
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Autre;7.15;7.15;7.15;7.15;7.15;7.15
Café Hôtel Restaurant;Grand restaurant rapide;Autre;8.19;8.19;8.19;8.19;8.19;8.19
Café Hôtel Restaurant;Grand restaurant traditionnel;Autre;8.19;8.19;8.19;8.19;8.19;8.19
Café Hôtel Restaurant;Grande cantine;Autre;7.12;7.12;7.12;7.12;7.12;7.12
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Autre;7.15;7.15;7.15;7.15;7.15;7.15
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre;7.39;7.39;7.39;7.39;7.39;7.39
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Autre;7.15;7.15;7.15;7.15;7.15;7.15
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Autre;7.15;7.15;7.15;7.15;7.15;7.15
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Autre;6.02;6.02;6.02;6.02;6.02;6.02
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Autre;6.02;6.02;6.02;6.02;6.02;6.02
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre;6.45;6.45;6.45;6.45;6.45;6.45
Café Hôtel Restaurant;Petit bar café tabac;Autre;7.12;7.12;7.12;7.12;7.12;7.12
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre;7.47;7.47;7.47;7.47;7.47;7.47
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Autre;6.02;6.02;6.02;6.02;6.02;6.02
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Autre;6.02;6.02;6.02;6.02;6.02;6.02
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Autre;7.15;7.15;7.15;7.15;7.15;7.15
Café Hôtel Restaurant;Petit restaurant rapide;Autre;8.19;8.19;8.19;8.19;8.19;8.19
Café Hôtel Restaurant;Petit restaurant traditionnel;Autre;8.19;8.19;8.19;8.19;8.19;8.19
Café Hôtel Restaurant;Petite cantine;Autre;7.12;7.12;7.12;7.12;7.12;7.12
Commerce;Complexe brico;Autre;0;0;0;0;0;0
Commerce;Entrepôt;Autre;0.61;0.61;0.61;0.61;0.61;0.61
Commerce;Grand alimentaire;Autre;11.76;11.76;11.76;11.76;11.76;11.76
Commerce;Grand brico;Autre;0;0;0;0;0;0
Commerce;Grand commerce de gros;Autre;0;0;0;0;0;0
Commerce;Grand librairie;Autre;42.45;42.45;42.45;42.45;42.45;42.45
Commerce;Grand Mode;Autre;0;0;0;0;0;0
Commerce;Grand process;Autre;166.56;166.56;166.56;166.56;166.56;166.56
Commerce;Hypermarché;Autre;10.29;10.29;10.29;10.29;10.29;10.29
Commerce;Petit boulangerie;Autre;0;0;0;0;0;0
Commerce;Petit brico;Autre;0;0;0;0;0;0
Commerce;Petit commerce de gros;Autre;0;0;0;0;0;0
Commerce;Petit librairie;Autre;0;0;0;0;0;0
Commerce;Petit mode;Autre;0;0;0;0;0;0
Commerce;Petit poissonnerie;Autre;0;0;0;0;0;0
Commerce;Petit process;Autre;166.56;166.56;166.56;166.56;166.56;166.56
Commerce;Superette;Autre;10.29;10.29;10.29;10.29;10.29;10.29
Commerce;Supermarché;Autre;10.29;10.29;10.29;10.29;10.29;10.29
Commerce;ZAC Mode;Autre;0;0;0;0;0;0
Enseignement Recherche;Cantine collége;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Cantine élémentaire;Autre;4.14;4.14;4.14;4.14;4.14;4.14
Enseignement Recherche;Cantine LEGT;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Cantine LP;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Cantine préélémentaire;Autre;4.14;4.14;4.14;4.14;4.14;4.14
Enseignement Recherche;Collège;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;école;Autre;6.7;6.7;6.7;6.7;6.7;6.7
Enseignement Recherche;Elémentaire;Autre;4.14;4.14;4.14;4.14;4.14;4.14
Enseignement Recherche;Internat college;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Internat LEGT;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Internat LP;Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Lycée professionnel (LP);Autre;4.41;4.41;4.41;4.41;4.41;4.41
Enseignement Recherche;Préélémentaire;Autre;4.14;4.14;4.14;4.14;4.14;4.14
Enseignement Recherche;R&D en sciences humaines et sociales;Autre;6.7;6.7;6.7;6.7;6.7;6.7
Enseignement Recherche;R&D sciences physiques et naturelles;Autre;6.7;6.7;6.7;6.7;6.7;6.7
Enseignement Recherche;université;Autre;6.7;6.7;6.7;6.7;6.7;6.7
Habitat Communautaire;Foyers;Autre;9.42;9.42;9.42;9.42;9.42;9.42
Habitat Communautaire;Maison de pré-retraite;Autre;9.42;9.42;9.42;9.42;9.42;9.42
Habitat Communautaire;Maison retraite médicalisée;Autre;9.42;9.42;9.42;9.42;9.42;9.42
Habitat Communautaire;Résidence universitaire;Autre;9.42;9.42;9.42;9.42;9.42;9.42
Habitat Communautaire;Résidentiel;Autre;9.42;9.42;9.42;9.42;9.42;9.42
Santé Action Sociale;Cabinet médical;Autre;16.05;16.05;16.05;16.05;16.05;16.05
Santé Action Sociale;Centre accueil;Autre;16.05;16.05;16.05;16.05;16.05;16.05
Santé Action Sociale;Garderie;Autre;16.05;16.05;16.05;16.05;16.05;16.05
Santé Action Sociale;Hopital bloc;Autre;16.05;16.05;16.05;16.05;16.05;16.05
Santé Action Sociale;Hopital maison;Autre;16.05;16.05;16.05;16.05;16.05;16.05
Santé Action Sociale;Hopital pavillonnaire;Autre;16.05;16.05;16.05;16.05;16.05;16.05
Sport Loisir Culture;Grand bar café tabac loisir;Autre;1;1;1;1;1;1
Sport Loisir Culture;Grand cinéma;Autre;0.86;0.86;0.86;0.86;0.86;0.86
Sport Loisir Culture;Grande salle de spectacle;Autre;6.19;6.19;6.19;6.19;6.19;6.19
Sport Loisir Culture;Grande salle multisport;Autre;0.99;0.99;0.99;0.99;0.99;0.99
Sport Loisir Culture;Immeuble péri urbain;Autre;1;1;1;1;1;1
Sport Loisir Culture;Musée;Autre;0.81;0.81;0.81;0.81;0.81;0.81
Transport;transport nr;Process;0;0;0;0;0;0
Sport Loisir Culture;Patinoire;Autre;6.07;6.07;6.07;6.07;6.07;6.07
Sport Loisir Culture;Petit cinéma;Autre;0.81;0.81;0.81;0.81;0.81;0.81
Sport Loisir Culture;Petite salle de spectacle;Autre;0.89;0.89;0.89;0.89;0.89;0.89
Sport Loisir Culture;Petite salle multisport;Autre;1.34;1.34;1.34;1.34;1.34;1.34
Sport Loisir Culture;Piscine;Autre;0.96;0.96;0.96;0.96;0.96;0.96
Sport Loisir Culture;Salle non spécialisée;Autre;1.08;1.08;1.08;1.08;1.08;1.08
Sport Loisir Culture;Vestiaire et rangement;Autre;1.09;1.09;1.09;1.09;1.09;1.09
Transport;transport nr;Froid_alimentaire;10;7;5.6;5.6;5.6;5.6
Bureaux Administration;immeuble peri urbain;Cuisson;4.29;4.29;4.29;4.29;4.29;4.29
Bureaux Administration;immeuble rénové;Cuisson;4.29;4.29;4.29;4.29;4.29;4.29
Bureaux Administration;immeuble résidentiel;Cuisson;4.29;4.29;4.29;4.29;4.29;4.29
Bureaux Administration;plateau large bureau paysagés;Cuisson;4.29;4.29;4.29;4.29;4.29;4.29
Bureaux Administration;plateau large bureaux cloisonnés;Cuisson;4.29;4.29;4.29;4.29;4.29;4.29
Bureaux Administration;plateau mince;Cuisson;4.29;4.29;4.29;4.29;4.29;4.29
Café Hôtel Restaurant;Grand bar café tabac;Cuisson;85.23;85.23;85.23;85.23;85.23;85.23
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Cuisson;76.16;76.16;76.16;76.16;76.16;76.16
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Cuisson;22.34;22.34;22.34;22.34;22.34;22.34
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Cuisson;30;30;30;30;30;30
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Cuisson;75.97;75.97;75.97;75.97;75.97;75.97
Café Hôtel Restaurant;Grand restaurant rapide;Cuisson;161.87;161.87;161.87;161.87;161.87;161.87
Café Hôtel Restaurant;Grand restaurant traditionnel;Cuisson;161.87;161.87;161.87;161.87;161.87;161.87
Café Hôtel Restaurant;Grande cantine;Cuisson;85.23;85.23;85.23;85.23;85.23;85.23
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Cuisson;75.97;75.97;75.97;75.97;75.97;75.97
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Cuisson;76.16;76.16;76.16;76.16;76.16;76.16
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Cuisson;75.97;75.97;75.97;75.97;75.97;75.97
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Cuisson;75.97;75.97;75.97;75.97;75.97;75.97
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Cuisson;14.68;14.68;14.68;14.68;14.68;14.68
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Cuisson;14.68;14.68;14.68;14.68;14.68;14.68
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Cuisson;37.66;37.66;37.66;37.66;37.66;37.66
Café Hôtel Restaurant;Petit bar café tabac;Cuisson;85.23;85.23;85.23;85.23;85.23;85.23
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Cuisson;76.22;76.22;76.22;76.22;76.22;76.22
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Cuisson;14.68;14.68;14.68;14.68;14.68;14.68
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Cuisson;14.68;14.68;14.68;14.68;14.68;14.68
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Cuisson;75.97;75.97;75.97;75.97;75.97;75.97
Café Hôtel Restaurant;Petit restaurant rapide;Cuisson;161.87;161.87;161.87;161.87;161.87;161.87
Café Hôtel Restaurant;Petit restaurant traditionnel;Cuisson;161.87;161.87;161.87;161.87;161.87;161.87
Café Hôtel Restaurant;Petite cantine;Cuisson;85.23;85.23;85.23;85.23;85.23;85.23
Commerce;Complexe brico;Cuisson;1.29;1.29;1.29;1.29;1.29;1.29
Commerce;Entrepôt;Cuisson;0;0;0;0;0;0
Commerce;Grand alimentaire;Cuisson;9.24;9.24;9.24;9.24;9.24;9.24
Commerce;Grand brico;Cuisson;1.29;1.29;1.29;1.29;1.29;1.29
Commerce;Grand commerce de gros;Cuisson;2.36;2.36;2.36;2.36;2.36;2.36
Commerce;Grand librairie;Cuisson;6.11;6.11;6.11;6.11;6.11;6.11
Commerce;Grand Mode;Cuisson;1.29;1.29;1.29;1.29;1.29;1.29
Commerce;Grand process;Cuisson;20.2;20.2;20.2;20.2;20.2;20.2
Commerce;Hypermarché;Cuisson;9.68;9.68;9.68;9.68;9.68;9.68
Commerce;Petit boulangerie;Cuisson;9.2;9.2;9.2;9.2;9.2;9.2
Commerce;Petit brico;Cuisson;1.29;1.29;1.29;1.29;1.29;1.29
Commerce;Petit commerce de gros;Cuisson;2.36;2.36;2.36;2.36;2.36;2.36
Commerce;Petit librairie;Cuisson;1.99;1.99;1.99;1.99;1.99;1.99
Commerce;Petit mode;Cuisson;1.29;1.29;1.29;1.29;1.29;1.29
Commerce;Petit poissonnerie;Cuisson;9.2;9.2;9.2;9.2;9.2;9.2
Commerce;Petit process;Cuisson;20.2;20.2;20.2;20.2;20.2;20.2
Commerce;Superette;Cuisson;9.68;9.68;9.68;9.68;9.68;9.68
Commerce;Supermarché;Cuisson;9.68;9.68;9.68;9.68;9.68;9.68
Commerce;ZAC Mode;Cuisson;1.29;1.29;1.29;1.29;1.29;1.29
Enseignement Recherche;Cantine collége;Cuisson;328.4;328.4;328.4;328.4;328.4;328.4
Enseignement Recherche;Cantine élémentaire;Cuisson;131.51;131.51;131.51;131.51;131.51;131.51
Enseignement Recherche;Cantine LEGT;Cuisson;328.4;328.4;328.4;328.4;328.4;328.4
Enseignement Recherche;Cantine LP;Cuisson;328.4;328.4;328.4;328.4;328.4;328.4
Enseignement Recherche;Cantine préélémentaire;Cuisson;131.51;131.51;131.51;131.51;131.51;131.51
Enseignement Recherche;Collège;Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;école;Cuisson;14.66;14.66;14.66;14.66;14.66;14.66
Enseignement Recherche;Elémentaire;Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;Internat college;Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;Internat LEGT;Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;Internat LP;Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;Lycée professionnel (LP);Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;Préélémentaire;Cuisson;145.21;145.21;145.21;145.21;145.21;145.21
Enseignement Recherche;R&D en sciences humaines et sociales;Cuisson;14.66;14.66;14.66;14.66;14.66;14.66
Enseignement Recherche;R&D sciences physiques et naturelles;Cuisson;14.66;14.66;14.66;14.66;14.66;14.66
Enseignement Recherche;université;Cuisson;14.66;14.66;14.66;14.66;14.66;14.66
Habitat Communautaire;Foyers;Cuisson;24.65;24.65;24.65;24.65;24.65;24.65
Habitat Communautaire;Maison de pré-retraite;Cuisson;24.65;24.65;24.65;24.65;24.65;24.65
Habitat Communautaire;Maison retraite médicalisée;Cuisson;24.65;24.65;24.65;24.65;24.65;24.65
Habitat Communautaire;Résidence universitaire;Cuisson;24.65;24.65;24.65;24.65;24.65;24.65
Habitat Communautaire;Résidentiel;Cuisson;24.65;24.65;24.65;24.65;24.65;24.65
Santé Action Sociale;Cabinet médical;Cuisson;12.15;12.15;12.15;12.15;12.15;12.15
Santé Action Sociale;Centre accueil;Cuisson;12.15;12.15;12.15;12.15;12.15;12.15
Santé Action Sociale;Garderie;Cuisson;12.15;12.15;12.15;12.15;12.15;12.15
Santé Action Sociale;Hopital bloc;Cuisson;12.15;12.15;12.15;12.15;12.15;12.15
Santé Action Sociale;Hopital maison;Cuisson;12.15;12.15;12.15;12.15;12.15;12.15
Santé Action Sociale;Hopital pavillonnaire;Cuisson;12.15;12.15;12.15;12.15;12.15;12.15
Sport Loisir Culture;Grand bar café tabac loisir;Cuisson;80.25;80.25;80.25;80.25;80.25;80.25
Sport Loisir Culture;Grand cinéma;Cuisson;7.63;7.63;7.63;7.63;7.63;7.63
Sport Loisir Culture;Grande salle de spectacle;Cuisson;12.71;12.71;12.71;12.71;12.71;12.71
Sport Loisir Culture;Grande salle multisport;Cuisson;0;0;0;0;0;0
Sport Loisir Culture;Immeuble péri urbain;Cuisson;5.26;5.26;5.26;5.26;5.26;5.26
Sport Loisir Culture;Musée;Cuisson;7.16;7.16;7.16;7.16;7.16;7.16
Transport;transport nr;Autre;56.37;56.37;56.37;56.37;56.37;56.37
Sport Loisir Culture;Patinoire;Cuisson;5.35;5.35;5.35;5.35;5.35;5.35
Sport Loisir Culture;Petit cinéma;Cuisson;7.19;7.19;7.19;7.19;7.19;7.19
Sport Loisir Culture;Petite salle de spectacle;Cuisson;7.86;7.86;7.86;7.86;7.86;7.86
Sport Loisir Culture;Petite salle multisport;Cuisson;0;0;0;0;0;0
Sport Loisir Culture;Piscine;Cuisson;0;0;0;0;0;0
Sport Loisir Culture;Salle non spécialisée;Cuisson;9.55;9.55;9.55;9.55;9.55;9.55
Sport Loisir Culture;Vestiaire et rangement;Cuisson;0;0;0;0;0;0
Transport;transport nr;Cuisson;8.36;8.36;8.36;8.36;8.36;8.36
